labnumber,Sbox,date,sd,diff,Country,Site,SiteID,Source
Gif-1952,129,1400,95,0.067857143,check GIS,JeEj-7,10197,CARD
Lv-556,129,1190,100,0.084033613,check GIS,JeEj-7,10197,CARD
Lv-557,129,1240,75,0.060483871,check GIS,JeEj-7,10197,CARD
Lv-558,129,1410,75,0.053191489,check GIS,JeEj-7,10197,CARD
Gif-2969,128,1920,115,0.059895833,check GIS,JfEm-5,10208,CARD
Gif-2970,129,930,90,0.096774194,check GIS,JfEl-4,10209,CARD
Gif-3004,129,1010,95,0.094059406,check GIS,JfEl-4,10209,CARD
S-932,129,2200,80,0.036363636,check GIS,JfEl-4,10209,CARD
Gif-1955,129,2100,95,0.045238095,check GIS,JfEl-1,10211,CARD
Gif-2967,129,1190,105,0.088235294,check GIS,JfEl-1,10211,CARD
Lv-469,129,1380,95,0.06884058,check GIS,JfEl-1,10211,CARD
Lv-470,129,1530,75,0.049019608,check GIS,JfEl-1,10211,CARD
Lv-471,129,1320,85,0.064393939,check GIS,JfEl-1,10211,CARD
Lv-560,129,2170,100,0.046082949,check GIS,JfEl-1,10211,CARD
GX-2069,102,780,160,0.205128205,check GIS,HaGd-11,9907,CARD
GX-2070,102,1130,95,0.084070796,check GIS,HbGe-4,9912,CARD
GX-2071,102,855,95,0.111111111,check GIS,HbGe-5,9913,CARD
Gif-2968,129,1370,105,0.076642336,check GIS,JfEl-1,10211,CARD
Gif-1944,129,1130,90,0.079646018,check GIS,JeEj-7,10197,CARD
Qc-627,129,1000,90,0.09,check GIS,JfEl-4,10209,CARD
Qc-628,129,1810,110,0.060773481,check GIS,JfEl-4,10209,CARD
Qc-631,129,1380,100,0.072463768,check GIS,JfEl-4,10209,CARD
Qc-633,129,1470,100,0.068027211,check GIS,JfEl-4,10209,CARD
UQ-56,129,1555,80,0.051446945,check GIS,JfEl-4,10209,CARD
UQ-65,129,1750,55,0.031428571,check GIS,JfEl-4,10209,CARD
UQ-70,129,920,90,0.097826087,check GIS,JfEl-4,10209,CARD
UQ-72,129,1545,90,0.058252427,check GIS,JfEl-4,10209,CARD
UQ-80,129,975,215,0.220512821,check GIS,JfEl-4,10209,CARD
UQ-87,129,440,90,0.204545455,check GIS,JfEl-4,10209,CARD
UQ-90,129,460,105,0.22826087,check GIS,JfEl-4,10209,CARD
UQ-73,129,820,75,0.091463415,check GIS,JfEl-4,10209,CARD
CAMS-15359,66,950,90,0.094736842,check GIS,1134T,9612,CARD
UCIAMS-70426,43,3085,20,0.006482982,USA,DhRp-52,8839,CARD
UCIAMS-70427,43,3478,24,0.006900518,USA,DhRp-52,8839,CARD
Beta-234522,43,3510,40,0.011396011,USA,DhRp-7,8842,CARD
UCIAMS-68692,43,3060,15,0.004901961,USA,DhRp-52,8839,CARD
UCIAMS-68693,43,4030,15,0.003722084,USA,DhRp-52,8839,CARD
CAMS-15358,66,1030,70,0.067961165,check GIS,1134T,9612,CARD
P-686,81,1223,105,0.085854456,check GIS,EiBg-4,9439,CARD
P-689,81,1335,105,0.078651685,check GIS,EiBf-4,9449,CARD
DIC-1758,27,1150,50,0.043478261,USA,35LNC50,7375,CARD
Beta-16164,43,2340,120,0.051282051,check GIS,DiRw-16,8925,CARD
RIDDL-320,138,4280,200,0.046728972,check GIS,NiVk-1,10639,CARD
S-590,172,1670,135,0.080838323,check GIS,PeHa-1,10801,CARD
S-671,172,2565,80,0.031189084,check GIS,PeHa-1,10801,CARD
S-591,172,2885,140,0.048526863,check GIS,PgHb-7,10814,CARD
S-672,172,2815,80,0.028419183,check GIS,PgHb-1,10817,CARD
Gif-8179,165,1670,40,0.023952096,check GIS,OdPp-2,10721,CARD
Gif-8373,165,1480,70,0.047297297,check GIS,OdPp-2,10721,CARD
Gif-8374,165,1430,90,0.062937063,check GIS,OdPp-2,10721,CARD
Gif-8375,165,1470,80,0.054421769,check GIS,OdPp-2,10721,CARD
Gif-8806,165,1270,40,0.031496063,check GIS,OdPp-2,10721,CARD
S-427,124,4075,75,0.018404908,check GIS,LeJm-?,10285,CARD
SFU-367,66,1320,200,0.151515152,check GIS,FaTt-1,9533,CARD
S-521,99,3060,100,0.032679739,check GIS,IeKn-6,10099,CARD
GSC-701,127,2830,130,0.045936396,check GIS,KbFk-7,10259,CARD
RL-288,152,940,90,0.095744681,check GIS,LlDj-1,10432,CARD
RL-319,152,660,90,0.136363636,check GIS,LlDj-1,10432,CARD
S-929,153,670,70,0.104477612,check GIS,MbDc-1,10439,CARD
S-928,152,1090,95,0.087155963,check GIS,MbDj-1,10441,CARD
TO-3710,148,5260,60,0.011406844,check GIS,MkJa-?,10501,CARD
GaK-1992,152,2560,90,0.03515625,check GIS,NcDi-1,10574,CARD
Beta-77810,139,1720,50,0.029069767,check GIS,NiTs-4,10644,CARD
S-2201,170,1420,160,0.112676056,check GIS,OaJn-2,10678,CARD
SI-2158,157,1240,90,0.072580645,USA,AKBAR013,10753,CARD
SI-2159,157,1695,95,0.056047198,USA,AKBAR013,10753,CARD
SI-2160,157,1765,90,0.050991501,USA,AKBAR013,10753,CARD
SI-2161,157,1070,90,0.08411215,USA,AKBAR013,10753,CARD
SI-2162,157,1555,95,0.061093248,USA,AKBAR013,10753,CARD
S-674,172,1025,130,0.126829268,check GIS,PaHc-1,10777,CARD
S-589,173,4545,155,0.03410341,check GIS,PeFr-1,10794,CARD
S-2669,169,515,115,0.223300971,check GIS,QaLe-?,10831,CARD
S-2665,169,6070,195,0.032125206,check GIS,QaLg-?,10835,CARD
QL-4129,170,4470,150,0.033557047,check GIS,QeJu-?,10841,CARD
S-1424,183,1470,75,0.051020408,check GIS,RbJr-1,10882,CARD
S-1660,183,4610,65,0.014099783,check GIS,RbJu-1,10885,CARD
S-1661,183,3590,65,0.01810585,check GIS,RbJu-1,10885,CARD
S-1662,183,3950,65,0.016455696,check GIS,RbJu-1,10885,CARD
S-1689,183,2230,55,0.024663677,check GIS,RbJu-1,10885,CARD
Beta-115208,195,4260,50,0.011737089,check GIS,UdAr-?,10959,CARD
Beta-285948,9,990,40,0.04040404,USA,LA165813,123,CARD
Beta-285949,9,1210,40,0.033057851,USA,LA165817,124,CARD
Beta-285951,9,2650,40,0.01509434,USA,LA165819,125,CARD
Beta-285953,9,2560,40,0.015625,USA,LA165821,127,CARD
Beta-285855,9,3230,40,0.012383901,USA,LA165822,128,CARD
Beta-285954,9,3020,40,0.013245033,USA,LA165822,128,CARD
Beta-285956,9,3610,40,0.011080332,USA,LA165823,129,CARD
Beta-285957,9,2400,40,0.016666667,USA,LA165824,130,CARD
Beta-285958,9,1490,40,0.026845638,USA,LA165826,131,CARD
Beta-285959,9,1630,40,0.024539877,USA,LA165826,131,CARD
Beta-285960,9,3960,40,0.01010101,USA,LA165831,132,CARD
Beta-285961,9,2640,40,0.015151515,USA,LA165833,133,CARD
Beta120408,8,1070,60,0.056074766,USA,Y:8:60,418,CARD
Beta-120408,8,1070,60,0.056074766,USA,Y:8:60,418,CARD
Beta-121612,8,1040,70,0.067307692,USA,Y:8:60,418,CARD
AA-2140,8,4900,100,0.020408163,USA,Z:,420,CARD
AA-77844,8,4740,50,0.010548523,USA,Z:,420,CARD
Beta-14956,8,2430,105,0.043209877,USA,Z:,420,CARD
Beta-14958,8,2650,80,0.030188679,USA,Z:,420,CARD
Beta-122961,8,2390,50,0.020920502,USA,Z:1:30,422,CARD
Beta-85204,8,4400,80,0.018181818,USA,AA:12:91,459,CARD
Beta-11160,8,7000,100,0.014285714,USA,AA:3:28(ASU),480,CARD
Beta-11161,8,4620,130,0.028138528,USA,AA:3:28(ASU),480,CARD
Beta-282025,9,1490,40,0.026845638,USA,LA165810,535,CARD
Beta-285947,9,1010,40,0.03960396,USA,LA165811,536,CARD
Beta-283716,9,980,40,0.040816327,USA,LA165812,537,CARD
AA-757,7,5110,270,0.052837573,USA,CA-SDI-,653,CARD
Beta-247385,7,540,40,0.074074074,USA,CA-SDI-10697,655,CARD
Beta-77860,7,3310,80,0.024169184,USA,CA-SDI-4763,712,CARD
Beta-75375,7,1800,80,0.044444444,USA,CA-SDI-811,721,CARD
Beta-75376,7,4230,60,0.014184397,USA,CA-SDI-811,721,CARD
Beta-89975,7,3200,100,0.03125,USA,CA-SDI-811,721,CARD
Beta-89976,7,1850,80,0.043243243,USA,CA-SDI-811,721,CARD
Beta-89977,7,490,60,0.12244898,USA,CA-SDI-811,721,CARD
Beta-89978,7,2470,80,0.032388664,USA,CA-SDI-811,721,CARD
Beta-89979,7,1370,70,0.051094891,USA,CA-SDI-811,721,CARD
Beta-84212,7,3810,60,0.015748031,USA,CA-SDI-8435,723,CARD
Beta-85409,7,840,70,0.083333333,USA,CA-SDI-8435,723,CARD
A-14739,10,415,40,0.096385542,USA,41GR120-3,732,Erick
Beta-317564,9,720,30,0.041666667,USA,LA155963,736,CARD
Beta-317567,9,1950,30,0.015384615,USA,LA155963,736,CARD
Beta-178787,9,570,40,0.070175439,USA,LA71167,932,CARD
Beta-178788,9,1390,40,0.028776978,USA,LA71167,932,CARD
Beta-178790,9,2600,40,0.015384615,USA,LA71167,932,CARD
Beta-178791,9,2610,40,0.01532567,USA,LA71167,932,CARD
Beta-178792,9,1470,40,0.027210884,USA,LA71167,932,CARD
Beta-168649,6,3210,40,0.012461059,USA,CA-SBA-1010,1175,CARD
Beta-404176,7,3100,30,0.009677419,USA,CA-SBR-17205,1264,CARD
Beta-89704,7,4180,90,0.0215311,USA,CA-SBR-8250,1278,CARD
Beta-404178,7,1220,30,0.024590164,USA,CA-SBR-9687,1280,CARD
SR-6594,17,2005,35,0.017456359,USA,CA-KIN-,1565,CARD
Beta-14924,17,1270,80,0.062992126,USA,26CH15,1585,CARD
Beta-14925,17,1140,60,0.052631579,USA,26CH15,1585,CARD
Beta-14926,17,1160,80,0.068965517,USA,26CH15,1585,CARD
Beta-14927,17,1370,110,0.080291971,USA,26CH15,1585,CARD
Beta-14928,17,1040,80,0.076923077,USA,26CH15,1585,CARD
WSU-2451,17,3575,120,0.033566434,USA,26CH16,1586,CARD
Beta-359473,17,720,30,0.041666667,USA,26CH3597,1598,CARD
Beta-144130,19,5450,40,0.00733945,USA,LA79076,1850,CARD
Beta-144131,19,3940,50,0.012690355,USA,LA79076,1850,CARD
Beta-144132,19,1860,40,0.021505376,USA,LA79076,1850,CARD
Beta-87337,17,1690,80,0.047337278,USA,CA-INY-1991,1892,CARD
Beta-341854,16,7160,30,0.004189944,USA,CA-SCL-,2157,CARD
Beta-280202,16,5800,40,0.006896552,USA,CA-SCL-134,2162,CARD
Beta-19331?,16,1150,40,0.034782609,USA,CA-SCL-495,2173,CARD
Beta-162203,20,2310,70,0.03030303,USA,5LA2204,2254,CARD
Beta-70061,20,740,50,0.067567568,USA,5LA6230,2278,CARD
Beta-70062,20,1250,60,0.048,USA,5LA6266,2279,CARD
Beta-170042,20,3330,80,0.024024024,USA,5LA9853,2289,CARD
Beta-170043,20,4530,80,0.017660044,USA,5LA9853,2289,CARD
Beta-37207,16,5370,110,0.020484171,USA,CA-ALA-483,2485,CARD
Beta-70055,20,1730,80,0.046242775,USA,5OT430,2657,CARD
Beta-144514,16,2460,50,0.020325203,USA,CA-SJO-264,2686,CARD
Beta-127194,19,102,7,0.068627451,USA,5SM2425,2751,CARD
Beta-349087,16,1170,30,0.025641026,USA,CA-MRN-35,2795,CARD
WSU-4211,16,1260,90,0.071428571,USA,CA-MRN-529,2800,CARD
WSU-4212,16,1240,80,0.064516129,USA,CA-MRN-529,2800,CARD
WSU-4213,16,1435,90,0.06271777,USA,CA-MRN-529,2800,CARD
Beta-25786,16,690,70,0.101449275,USA,CA-MRN-530,2801,CARD
Beta-25787,16,1510,150,0.099337748,USA,CA-MRN-530,2801,CARD
WSU-4214,16,960,90,0.09375,USA,CA-MRN-530,2801,CARD
WSU-4215,16,1390,70,0.050359712,USA,CA-MRN-530,2801,CARD
WSU-4217,16,910,90,0.098901099,USA,CA-MRN-530,2801,CARD
WSU-4218,16,3680,170,0.046195652,USA,CA-MRN-530,2801,CARD
Beta-131496,19,1970,70,0.035532995,USA,5MN3859,3024,CARD
Beta-131497,19,2060,60,0.029126214,USA,5MN3859,3024,CARD
Beta-131498,19,2410,70,0.029045643,USA,5MN3859,3024,CARD
Beta-131500,19,4770,60,0.012578616,USA,5MN3859,3024,CARD
Beta-131504,19,2450,60,0.024489796,USA,5MN3859,3024,CARD
Beta-147354,19,670,60,0.089552239,USA,5ME12315,3499,CARD
Beta-218876,16,4090,40,0.009779951,USA,CA-NEV182,3769,CARD
Beta-169192,18,310,50,0.161290323,USA,26WA5726,3910,CARD
Beta-169191,18,900,60,0.066666667,USA,26WA5727,3911,CARD
L-596,17,6500,150,0.023076923,USA,26Pe3d,3956,CARD
Beta-3574,19,950,80,0.084210526,USA,5GF134,4054,CARD
Beta-334374,17,2430,30,0.012345679,USA,26HU4792,4206,CARD
Beta-192611,19,1800,80,0.044444444,USA,5RB4778,4257,CARD
Beta-192612,19,1800,60,0.033333333,USA,5RB4778,4257,CARD
AA-45655,30,5890,65,0.011035654,USA,5GA195,4362,CARD
AA-45656,30,6003,64,0.010661336,USA,5GA195,4362,CARD
AA-45657,30,5178,49,0.009463113,USA,5GA195,4362,CARD
AA-45658,30,5437,45,0.008276623,USA,5GA195,4362,CARD
Beta-3569,30,4400,70,0.015909091,USA,5GA680,4371,CARD
Beta-83502,31,1170,70,0.05982906,USA,5WL1849,4553,CARD
Beta-66570,31,2600,100,0.038461538,USA,5WL1856,4554,CARD
Beta-214304,30,2840,50,0.017605634,USA,5MF2993,4578,CARD
Beta-214325,30,3880,40,0.010309278,USA,5MF2994,4579,CARD
Beta-214457,30,2280,50,0.021929825,USA,5MF2994,4579,CARD
Beta-224799,30,3260,40,0.012269939,USA,5MF2994,4579,CARD
Beta-224801,30,4060,50,0.012315271,USA,5MF2994,4579,CARD
Beta-224802,30,3240,50,0.015432099,USA,5MF2994,4579,CARD
Beta-224803,30,3490,50,0.014326648,USA,5MF2994,4579,CARD
Beta-224804,30,3650,50,0.01369863,USA,5MF2994,4579,CARD
Beta-224805,30,3590,50,0.013927577,USA,5MF2994,4579,CARD
Beta-224806,30,3990,40,0.010025063,USA,5MF2994,4579,CARD
Beta-224807,30,3220,40,0.01242236,USA,5MF2994,4579,CARD
Beta-224808,30,3450,40,0.011594203,USA,5MF2994,4579,CARD
Beta-224809,30,3410,40,0.011730205,USA,5MF2994,4579,CARD
Beta-209489,30,4760,60,0.012605042,USA,5MF2997,4580,CARD
Beta-75926,30,3140,70,0.022292994,USA,5MF2998,4581,CARD
Beta-213244,30,7270,40,0.005502063,USA,5MF3003,4583,CARD
Beta-75927,30,7470,90,0.012048193,USA,5MF3003,4583,CARD
Beta-75928,30,7580,120,0.015831135,USA,5MF3003,4583,CARD
Beta-209063,30,4150,60,0.014457831,USA,5MF3004,4584,CARD
Beta-211971,30,3480,40,0.011494253,USA,5MF3004,4584,CARD
Beta-211972,30,4340,60,0.013824885,USA,5MF3004,4584,CARD
Beta-211974,30,4300,50,0.011627907,USA,5MF3004,4584,CARD
Beta-211976,30,4860,50,0.010288066,USA,5MF3004,4584,CARD
Beta-209221,30,2500,40,0.016,USA,5MF3006,4585,CARD
Beta-198245,30,2520,40,0.015873016,USA,5MF3018,4587,CARD
Beta-211923,30,1280,40,0.03125,USA,5MF3018,4587,CARD
Beta-89629,30,5950,90,0.01512605,USA,5MF3065,4590,CARD
Beta-223705,30,4590,50,0.010893246,USA,5MF3198,4595,CARD
Beta-223709,30,4920,50,0.010162602,USA,5MF3198,4595,CARD
Beta-225936,30,3580,40,0.011173184,USA,5MF3198,4595,CARD
Beta-317789,30,4880,30,0.006147541,USA,5MF3582,4598,CARD
Beta-317790,30,3370,30,0.008902077,USA,5MF3582,4598,CARD
Beta-198254,30,3800,40,0.010526316,USA,5MF3588,4601,CARD
Beta-74402,30,4690,90,0.019189765,USA,5MF3589,4602,CARD
Beta-74403,30,5030,90,0.017892644,USA,5MF3589,4602,CARD
Beta-74404,30,4770,70,0.014675052,USA,5MF3589,4602,CARD
Beta-214296,30,2430,80,0.032921811,USA,5MF3590,4603,CARD
Beta-209126,30,3090,60,0.019417476,USA,5MF3610,4609,CARD
Beta-209127,30,3810,80,0.020997375,USA,5MF3610,4609,CARD
Beta-212483,30,4430,80,0.018058691,USA,5MF3610,4609,CARD
Beta-212484,30,4020,70,0.017412935,USA,5MF3610,4609,CARD
Beta-212485,30,4290,70,0.016317016,USA,5MF3610,4609,CARD
Beta-212486,30,4590,90,0.019607843,USA,5MF3610,4609,CARD
Beta-167745,30,1060,110,0.103773585,USA,5MF5132,4623,CARD
Beta-214300,30,7820,50,0.006393862,USA,5MF5389,4624,CARD
Beta-212304,30,190,40,0.210526316,USA,5MF5827,4633,CARD
Beta-319545,30,1820,30,0.016483516,USA,5MF7046,4666,CARD
Beta-324555,30,4270,30,0.007025761,USA,5MF7046,4666,CARD
Beta-283715,27,340,50,0.147058824,USA,CA-SHA-2048,4733,CARD
Beta-240617,31,2300,40,0.017391304,USA,48LA223,4790,Erick
Beta-148868,30,2970,70,0.023569024,USA,48SW11483,4844,Erick
Beta-148869,30,3360,80,0.023809524,USA,48SW11483,4844,Erick
Beta-137576,30,1690,140,0.082840237,USA,48SW1703,4848,Erick
Beta-136923,30,4730,70,0.014799154,USA,48SW2590,4855,Erick
Beta-174272,30,5170,40,0.007736944,USA,48SW2590,4855,Erick
Beta-174273,30,5710,60,0.010507881,USA,48SW2590,4855,Erick
Beta-174274,30,5340,70,0.013108614,USA,48SW2590,4855,Erick
Beta-174275,30,5670,90,0.015873016,USA,48SW2590,4855,Erick
Beta-187101,30,5370,100,0.018621974,USA,48SW2590,4855,Erick
Beta-187102,30,5530,60,0.01084991,USA,48SW2590,4855,Erick
Beta-187103,30,5450,60,0.011009174,USA,48SW2590,4855,Erick
Beta-188239,30,5300,40,0.00754717,USA,48SW2590,4855,Erick
Beta-188240,30,4820,150,0.031120332,USA,48SW2590,4855,Erick
Beta-188241,30,5590,40,0.007155635,USA,48SW2590,4855,Erick
Beta-150697,30,2920,70,0.023972603,USA,48SW13630,4869,Erick
Beta-193437,30,3830,70,0.018276762,USA,48SW15396,4877,Erick
Beta-232896,30,3680,40,0.010869565,USA,48CR8545,4896,Erick
Beta-232897,30,4160,40,0.009615385,USA,48CR8545,4896,Erick
Beta-232898,30,3780,40,0.010582011,USA,48CR8545,4896,Erick
Beta-155222,30,4020,70,0.017412935,USA,48SW13143,4902,Erick
Beta-155223,30,2210,50,0.022624434,USA,48SW13143,4902,Erick
Beta-155224,30,3880,70,0.018041237,USA,48SW13143,4902,Erick
Beta-270753,30,7280,50,0.006868132,USA,48CR9358,4912,Erick
Beta-314162,30,3650,30,0.008219178,USA,48CR9990,4913,Erick
Beta-314164,30,2740,30,0.010948905,USA,48CR9990,4913,Erick
Beta-314165,30,2000,30,0.015,USA,48CR9991,4914,Erick
Beta-270754,30,2470,40,0.016194332,USA,48CR9360,4916,Erick
Beta-314145,30,1840,30,0.016304348,USA,48CR9360,4916,Erick
Beta-270755,30,5150,40,0.00776699,USA,48CR9361,4921,Erick
Beta-270756,30,6390,50,0.007824726,USA,48CR9361,4921,Erick
Beta-314167,30,4770,30,0.006289308,USA,48CR9993,4924,Erick
Beta-253768,30,5410,40,0.007393715,USA,48CR9362,4926,Erick
Beta-253769,30,4950,40,0.008080808,USA,48CR9362,4926,Erick
Beta-314146,30,4370,40,0.009153318,USA,48CR9987,4934,Erick
Beta-314166,30,6970,40,0.005738881,USA,48CR9992,4935,Erick
Beta-314149,30,2050,30,0.014634146,USA,48CR9988,4936,Erick
Beta-314151,30,3350,30,0.008955224,USA,48CR9988,4936,Erick
Beta-314152,30,3250,30,0.009230769,USA,48CR9988,4936,Erick
Beta-314155,30,5710,30,0.00525394,USA,48CR9988,4936,Erick
Beta-314156,30,2890,30,0.010380623,USA,48CR9988,4936,Erick
Beta-314157,30,4820,30,0.006224066,USA,48CR9988,4936,Erick
Beta-314160,30,4940,30,0.006072874,USA,48CR9988,4936,Erick
Beta-289288,30,5870,40,0.00681431,USA,48CR5699,4942,Erick
Beta-221688,30,1640,40,0.024390244,USA,48CR7713,4950,Erick
Beta-163989,30,1920,60,0.03125,USA,48SW14259,4996,Erick
Beta-270761,30,5760,40,0.006944444,USA,48CR9375,5012,Erick
Beta-253781,30,3740,40,0.010695187,USA,48CR9374,5015,Erick
Beta-241856,30,1390,40,0.028776978,USA,48SW16682,5016,Erick
Beta-270757,30,4140,40,0.009661836,USA,48CR9372,5017,Erick
Beta-270758,30,4360,40,0.009174312,USA,48CR9372,5017,Erick
Beta-270759,30,4080,40,0.009803922,USA,48CR9372,5017,Erick
Beta-336228,30,5270,30,0.0056926,USA,48CR8818,5025,Erick
Beta-336230,30,5600,40,0.007142857,USA,48CR8818,5025,Erick
Beta-253756,30,1520,40,0.026315789,USA,48CR9366,5029,Erick
Beta-253758,30,1310,40,0.030534351,USA,48CR9369,5031,Erick
Beta-255888,30,4510,40,0.00886918,USA,48SW8319,5032,Erick
Beta-253761,30,4770,40,0.008385744,USA,48CR9371,5033,Erick
Beta-253763,30,4030,40,0.009925558,USA,48CR9371,5033,Erick
Beta-253755,30,5000,40,0.008,USA,48CR9365,5034,Erick
Beta-255128,29,4020,40,0.009950249,USA,48UT2662,5035,Erick
Beta-170079,29,3410,60,0.017595308,USA,48UT61,5046,Erick
Beta-170080,29,1530,70,0.045751634,USA,48UT61,5046,Erick
Beta-253754,30,3330,40,0.012012012,USA,48CR9364,5047,Erick
Beta-255127,29,1550,40,0.025806452,USA,48UT2661,5078,Erick
Beta-160186,30,790,60,0.075949367,USA,48SW11618,5089,Erick
Beta-160039,30,4900,70,0.014285714,USA,48SW13996,5090,Erick
Beta-235032,30,2530,40,0.015810277,USA,48SW16912,5097,Erick
Beta-154140,30,3450,60,0.017391304,USA,48CR1160,5098,Erick
Beta-154139,30,2490,70,0.02811245,USA,48CR1159,5102,Erick
Beta-160188,30,3410,70,0.020527859,USA,48SW13900,5117,Erick
Beta-160189,30,4080,70,0.017156863,USA,48SW13900,5117,Erick
Beta-160036,30,1940,70,0.036082474,USA,48SW13901,5118,Erick
Beta-160037,30,4120,80,0.019417476,USA,48SW13901,5118,Erick
Beta-160038,30,3420,50,0.014619883,USA,48SW13901,5118,Erick
Beta-160041,30,4430,80,0.018058691,USA,48SW13995,5122,Erick
Beta-160034,30,2110,80,0.037914692,USA,48SW13504,5125,Erick
Beta-172475,30,2030,60,0.02955665,USA,48SW13992,5126,Erick
Beta-273745,30,1410,40,0.028368794,USA,48SW17806,5150,Erick
Beta-274908,30,1700,40,0.023529412,USA,48SW17806,5150,Erick
Beta-274909,30,1100,40,0.036363636,USA,48SW17806,5150,Erick
Beta-164049,29,5720,50,0.008741259,USA,48SW10407/UT133,5155,Erick
Beta-164094,29,1200,60,0.05,USA,48SW10407/UT133,5155,Erick
Beta-278562,30,2280,40,0.01754386,USA,48SW17790,5157,Erick
Beta-72587,30,2750,60,0.021818182,USA,48CR5536,5159,Erick
Beta-72588,30,2970,60,0.02020202,USA,48CR5536,5159,Erick
Beta-252661,30,2360,40,0.016949153,USA,48SW2313,5165,Erick
Beta-224416,29,2910,50,0.017182131,USA,48UT378,5168,Erick
Beta-224417,29,2970,50,0.016835017,USA,48UT378,5168,Erick
Beta-224418,29,2950,50,0.016949153,USA,48UT378,5168,Erick
Beta-234609,30,4560,40,0.00877193,USA,48SW16916,5170,Erick
Beta-74594,30,6320,60,0.009493671,USA,48CR1791,5181,Erick
Beta-74595,30,5300,60,0.011320755,USA,48CR1791,5181,Erick
Beta-303019,29,4680,30,0.006410256,USA,48LN4647,5194,Erick
Beta-303020,29,4410,30,0.006802721,USA,48LN4647,5194,Erick
GaK-2876,27,7430,150,0.020188425,USA,CA-MOD-204,5206,CARD
Beta-244323,30,3290,40,0.012158055,USA,48CR8917,5220,Erick
Beta-229080,29,2170,60,0.02764977,USA,48LN4442,5221,Erick
Beta-271876,30,5630,40,0.007104796,USA,48CR9762,5225,Erick
Beta-271877,30,5020,40,0.007968127,USA,48CR9762,5225,Erick
Beta-175007,30,3680,60,0.016304348,USA,48CR7936,5226,Erick
Beta-111612,29,4840,70,0.01446281,USA,48LN3423,5227,Erick
Beta-162828,29,4430,70,0.015801354,USA,48LN616,5228,Erick
Beta-162829,29,5210,70,0.013435701,USA,48LN616,5228,Erick
Beta-162830,29,4390,60,0.013667426,USA,48LN616,5228,Erick
Beta-207974,30,4480,60,0.013392857,USA,48CR6979,5238,Erick
Beta-93486,30,1720,50,0.029069767,USA,48SW10888,5240,Erick
Beta-154142,30,3910,80,0.020460358,USA,48CR1812,5250,Erick
Beta-181937,30,3610,50,0.013850416,USA,48SW1673,5252,Erick
Beta-181938,30,4850,50,0.010309278,USA,48SW1673,5252,Erick
Beta-181939,30,4750,80,0.016842105,USA,48SW1673,5252,Erick
Beta-221689,30,5570,50,0.008976661,USA,48SW1673,5252,Erick
Beta-250886,30,1940,40,0.020618557,USA,48SW1673,5252,Erick
Beta-250887,30,2160,40,0.018518519,USA,48SW1673,5252,Erick
Beta-288463,30,2210,40,0.018099548,USA,48SW1673,5252,Erick
Beta-288464,30,3140,40,0.012738854,USA,48SW1673,5252,Erick
Beta-288465,30,3430,40,0.011661808,USA,48SW1673,5252,Erick
Beta-288466,30,3350,40,0.011940299,USA,48SW1673,5252,Erick
Beta-288467,30,3420,40,0.011695906,USA,48SW1673,5252,Erick
Beta-288468,30,3610,40,0.011080332,USA,48SW1673,5252,Erick
Beta-316457,30,4860,30,0.00617284,USA,48SW1673,5252,Erick
Beta-95605,30,920,80,0.086956522,USA,48SW8866,5262,Erick
Beta-74592,30,2220,60,0.027027027,USA,48CR5511,5265,Erick
Beta-177464,29,3190,60,0.018808777,USA,48LN2330,5305,Erick
Beta-279607,30,1430,40,0.027972028,USA,48SW17813,5325,Erick
Beta-148870,30,4540,70,0.015418502,USA,48SW11645,5327,Erick
Beta-148871,30,4550,70,0.015384615,USA,48SW11645,5327,Erick
Beta-148872,30,4610,70,0.015184382,USA,48SW11645,5327,Erick
Beta-148873,30,4990,70,0.014028056,USA,48SW11645,5327,Erick
Beta-148874,30,5550,80,0.014414414,USA,48SW11645,5327,Erick
Beta-158103,30,1520,60,0.039473684,USA,48AB1,5343,Erick
Beta-158107,30,640,60,0.09375,USA,48AB1,5343,Erick
Beta-158111,30,1290,70,0.054263566,USA,48AB1,5343,Erick
Beta-273610,30,2430,40,0.016460905,USA,48SW1070,5350,Erick
Beta-150695,30,1660,60,0.036144578,USA,48SW13626,5361,Erick
Beta-262519,30,3600,50,0.013888889,USA,48SW17677,5363,Erick
Beta-102569,30,3280,70,0.021341463,USA,48SW10248,5369,Erick
Beta-99020,30,3560,70,0.019662921,USA,48SW10248,5369,Erick
Beta-99021,30,1470,60,0.040816327,USA,48SW10248,5369,Erick
Beta-99022,30,3220,70,0.02173913,USA,48SW10248,5369,Erick
Beta-99023,30,4860,60,0.012345679,USA,48SW10248,5369,Erick
Beta-99024,30,3390,80,0.02359882,USA,48SW10248,5369,Erick
Beta-99025,30,3650,70,0.019178082,USA,48SW10248,5369,Erick
Beta-99026,30,1850,60,0.032432432,USA,48SW10248,5369,Erick
Beta-162820,30,4620,70,0.015151515,USA,48SW11666,5378,Erick
Beta-162821,30,4200,50,0.011904762,USA,48SW11666,5378,Erick
Beta-162822,30,2270,60,0.026431718,USA,48SW11666,5378,Erick
Beta-162823,30,4640,70,0.015086207,USA,48SW11666,5378,Erick
Beta-162824,30,3410,70,0.020527859,USA,48SW11666,5378,Erick
Beta-162825,30,3670,60,0.016348774,USA,48SW11666,5378,Erick
Beta-162826,30,3560,70,0.019662921,USA,48SW11666,5378,Erick
