labnumber,Sbox,date,sd,diff,Country,Site,SiteID,Source
Beta-355952,8,1510,30,0.01986755,USA,BB:13:111,490,CARD
Beta-355953,8,1520,30,0.019736842,USA,BB:13:111,490,CARD
Beta-355954,8,1530,30,0.019607843,USA,BB:13:111,490,CARD
Beta-355955,8,1530,30,0.019607843,USA,BB:13:111,490,CARD
Beta-360519,8,1570,30,0.01910828,USA,BB:13:111,490,CARD
Beta-360520,8,1530,30,0.019607843,USA,BB:13:111,490,CARD
Beta-360521,8,1600,30,0.01875,USA,BB:13:111,490,CARD
Beta-360522,8,1610,30,0.01863354,USA,BB:13:111,490,CARD
Beta-227659,8,1330,40,0.030075188,USA,BB:13:13,491,CARD
Beta-227660,8,2380,40,0.016806723,USA,BB:13:13,491,CARD
Beta-155367,8,2200,40,0.018181818,USA,BB:13:17,493,CARD
Beta-155368,8,2290,40,0.017467249,USA,BB:13:17,493,CARD
Beta-155369,8,2120,40,0.018867925,USA,BB:13:17,493,CARD
Beta-155370,8,2230,40,0.01793722,USA,BB:13:17,493,CARD
Beta-155371,8,1530,40,0.026143791,USA,BB:13:17,493,CARD
Beta-191360,8,1560,40,0.025641026,USA,BB:13:17,493,CARD
Beta-191361,8,1450,40,0.027586207,USA,BB:13:17,493,CARD
Beta-191362,8,1400,40,0.028571429,USA,BB:13:17,493,CARD
Beta-191363,8,900,40,0.044444444,USA,BB:13:17,493,CARD
Beta-191364,8,1190,40,0.033613445,USA,BB:13:17,493,CARD
Beta-191365,8,1230,40,0.032520325,USA,BB:13:17,493,CARD
Beta-191366,8,1160,40,0.034482759,USA,BB:13:17,493,CARD
Beta-191369,8,1120,40,0.035714286,USA,BB:13:17,493,CARD
Beta-191370,8,1130,40,0.03539823,USA,BB:13:17,493,CARD
Beta-191371,8,1160,40,0.034482759,USA,BB:13:17,493,CARD
Beta-191372,8,1160,40,0.034482759,USA,BB:13:17,493,CARD
Beta-191374,8,970,40,0.041237113,USA,BB:13:17,493,CARD
Beta-191375,8,1100,40,0.036363636,USA,BB:13:17,493,CARD
Beta-191376,8,1430,40,0.027972028,USA,BB:13:17,493,CARD
Beta-191377,8,2100,40,0.019047619,USA,BB:13:17,493,CARD
Beta-191378,8,980,40,0.040816327,USA,BB:13:17,493,CARD
Beta-191379,8,980,40,0.040816327,USA,BB:13:17,493,CARD
Beta-191380,8,1070,40,0.037383178,USA,BB:13:17,493,CARD
Beta-191381,8,1110,40,0.036036036,USA,BB:13:17,493,CARD
Beta-237496,8,1290,40,0.031007752,USA,BB:13:471,496,CARD
Beta-237497,8,2190,50,0.02283105,USA,BB:13:471,496,CARD
Beta-237498,8,2010,60,0.029850746,USA,BB:13:471,496,CARD
Beta-237499,8,1230,50,0.040650407,USA,BB:13:471,496,CARD
Beta-242210,8,1940,40,0.020618557,USA,BB:13:6,497,CARD
Beta-244127,8,190,40,0.210526316,USA,BB:13:6,497,CARD
Beta-244129,8,2440,40,0.016393443,USA,BB:13:6,497,CARD
Beta-244130,8,2160,40,0.018518519,USA,BB:13:6,497,CARD
Beta-244131,8,190,40,0.210526316,USA,BB:13:6,497,CARD
Beta-244132,8,2520,40,0.015873016,USA,BB:13:6,497,CARD
Beta-244133,8,1560,40,0.025641026,USA,BB:13:6,497,CARD
Beta-244976,8,250,40,0.16,USA,BB:13:6,497,CARD
Beta-244977,8,2440,40,0.016393443,USA,BB:13:6,497,CARD
Beta-244978,8,2430,40,0.016460905,USA,BB:13:6,497,CARD
Beta-244979,8,2410,40,0.01659751,USA,BB:13:6,497,CARD
Beta-244980,8,1570,40,0.025477707,USA,BB:13:6,497,CARD
Beta-246105,8,2050,40,0.019512195,USA,BB:13:6,497,CARD
Beta-246106,8,490,40,0.081632653,USA,BB:13:6,497,CARD
Beta-246107,8,2460,40,0.016260163,USA,BB:13:6,497,CARD
Beta-246108,8,2200,40,0.018181818,USA,BB:13:6,497,CARD
Beta-248794,8,2300,40,0.017391304,USA,BB:13:6,497,CARD
Beta-248795,8,2430,40,0.016460905,USA,BB:13:6,497,CARD
Beta-248796,8,2200,40,0.018181818,USA,BB:13:6,497,CARD
Beta-248797,8,2470,40,0.016194332,USA,BB:13:6,497,CARD
Beta-248798,8,2470,40,0.016194332,USA,BB:13:6,497,CARD
Beta-248799,8,2470,40,0.016194332,USA,BB:13:6,497,CARD
Beta-248800,8,2410,40,0.01659751,USA,BB:13:6,497,CARD
Beta-257628,8,820,40,0.048780488,USA,BB:13:6,497,CARD
Beta-257629,8,1630,40,0.024539877,USA,BB:13:6,497,CARD
Beta-257630,8,1680,40,0.023809524,USA,BB:13:6,497,CARD
Beta-257631,8,2220,40,0.018018018,USA,BB:13:6,497,CARD
Beta-257632,8,1380,40,0.028985507,USA,BB:13:6,497,CARD
Beta-257633,8,1660,40,0.024096386,USA,BB:13:6,497,CARD
Beta-257634,8,1720,40,0.023255814,USA,BB:13:6,497,CARD
Beta-257635,8,1670,40,0.023952096,USA,BB:13:6,497,CARD
Beta-257636,8,1480,40,0.027027027,USA,BB:13:6,497,CARD
Beta-257637,8,1400,40,0.028571429,USA,BB:13:6,497,CARD
Beta-257638,8,610,40,0.06557377,USA,BB:13:6,497,CARD
Beta-258871,8,2420,40,0.016528926,USA,BB:13:6,497,CARD
Beta-258872,8,2230,40,0.01793722,USA,BB:13:6,497,CARD
Beta-258873,8,1660,40,0.024096386,USA,BB:13:6,497,CARD
Beta-348209,8,1560,30,0.019230769,USA,BB:13:6,497,CARD
Beta-348210,8,3130,30,0.009584665,USA,BB:13:6,497,CARD
Beta-348211,8,3470,30,0.008645533,USA,BB:13:6,497,CARD
Beta-373816,8,1620,30,0.018518519,USA,BB:13:642,498,CARD
Beta-397651,8,1540,30,0.019480519,USA,BB:13:794,500,CARD
Beta-397652,8,1050,30,0.028571429,USA,BB:13:794,500,CARD
Beta-397653,8,1560,30,0.019230769,USA,BB:13:794,500,CARD
Beta-397654,8,1470,30,0.020408163,USA,BB:13:794,500,CARD
Beta-397655,8,1020,30,0.029411765,USA,BB:13:794,500,CARD
Beta-397656,8,1080,30,0.027777778,USA,BB:13:794,500,CARD
Beta-369707,8,2090,30,0.014354067,USA,BB:13:96,501,CARD
Beta-369708,8,1960,30,0.015306122,USA,BB:13:96,501,CARD
Beta-369709,8,1990,30,0.015075377,USA,BB:13:96,501,CARD
Beta-272879,8,1170,40,0.034188034,USA,BB:9:88,505,CARD
Beta-272880,8,820,40,0.048780488,USA,BB:9:88,505,CARD
Beta-272881,8,870,40,0.045977011,USA,BB:9:88,505,CARD
Beta-272882,8,970,40,0.041237113,USA,BB:9:88,505,CARD
Beta-272883,8,920,40,0.043478261,USA,BB:9:88,505,CARD
Beta-272884,8,830,40,0.048192771,USA,BB:9:88,505,CARD
Beta-272885,8,1290,40,0.031007752,USA,BB:9:88,505,CARD
Beta-272886,8,930,40,0.043010753,USA,BB:9:88,505,CARD
Beta-272887,8,850,40,0.047058824,USA,BB:9:88,505,CARD
Beta-272888,8,860,40,0.046511628,USA,BB:9:88,505,CARD
Beta-272890,8,990,40,0.04040404,USA,BB:9:88,505,CARD
Beta-272891,8,1240,40,0.032258065,USA,BB:9:88,505,CARD
Beta-272892,8,840,40,0.047619048,USA,BB:9:88,505,CARD
Beta-272893,8,910,40,0.043956044,USA,BB:9:88,505,CARD
Beta-272894,8,930,40,0.043010753,USA,BB:9:88,505,CARD
Beta-272895,8,860,40,0.046511628,USA,BB:9:88,505,CARD
Beta-272896,8,1410,40,0.028368794,USA,BB:9:88,505,CARD
Beta-272897,8,1260,40,0.031746032,USA,BB:9:88,505,CARD
Beta-272898,8,920,40,0.043478261,USA,BB:9:88,505,CARD
Beta-272899,8,1320,40,0.03030303,USA,BB:9:88,505,CARD
Beta-272900,8,920,40,0.043478261,USA,BB:9:88,505,CARD
Beta-272901,8,1310,40,0.030534351,USA,BB:9:88,505,CARD
Beta-272902,8,1260,40,0.031746032,USA,BB:9:88,505,CARD
Beta-272903,8,850,40,0.047058824,USA,BB:9:88,505,CARD
Beta-272904,8,1320,40,0.03030303,USA,BB:9:88,505,CARD
Beta-272905,8,1220,40,0.032786885,USA,BB:9:88,505,CARD
Beta-272906,8,1380,40,0.028985507,USA,BB:9:88,505,CARD
Beta-272907,8,1310,40,0.030534351,USA,BB:9:88,505,CARD
Beta-272908,8,1280,40,0.03125,USA,BB:9:88,505,CARD
Beta-275657,8,780,40,0.051282051,USA,BB:9:88,505,CARD
Beta-275658,8,860,40,0.046511628,USA,BB:9:88,505,CARD
Beta-275659,8,1200,40,0.033333333,USA,BB:9:88,505,CARD
Beta-275660,8,1650,40,0.024242424,USA,BB:9:88,505,CARD
Beta-275661,8,710,40,0.056338028,USA,BB:9:88,505,CARD
Beta-275662,8,570,40,0.070175439,USA,BB:9:88,505,CARD
Beta-275663,8,1410,40,0.028368794,USA,BB:9:88,505,CARD
Beta-275664,8,890,40,0.04494382,USA,BB:9:88,505,CARD
Beta-275665,8,1310,40,0.030534351,USA,BB:9:88,505,CARD
Beta-275666,8,770,40,0.051948052,USA,BB:9:88,505,CARD
Beta-275667,8,3160,40,0.012658228,USA,BB:9:88,505,CARD
Beta-275668,8,810,40,0.049382716,USA,BB:9:88,505,CARD
Beta-275669,8,830,40,0.048192771,USA,BB:9:88,505,CARD
Beta-148274,9,790,40,0.050632911,USA,CC:2:235,507,CARD
Beta-144573,9,880,40,0.045454545,USA,CC:2:289,508,CARD
Beta-144575,9,970,40,0.041237113,USA,CC:2:289,508,CARD
Beta-144576,9,750,40,0.053333333,USA,CC:2:289,508,CARD
Beta-148275,9,1250,40,0.032,USA,CC:2:289,508,CARD
Beta-148276,9,1940,40,0.020618557,USA,CC:2:289,508,CARD
Beta-148277,9,1320,40,0.03030303,USA,CC:2:289,508,CARD
Beta-148278,9,1090,40,0.036697248,USA,CC:2:289,508,CARD
Beta-148279,9,1480,40,0.027027027,USA,CC:2:289,508,CARD
Beta-148280,9,1070,40,0.037383178,USA,CC:2:289,508,CARD
Beta-148281,9,850,40,0.047058824,USA,CC:2:290,509,CARD
Beta-148282,9,670,40,0.059701493,USA,CC:2:291,510,CARD
Beta-144577,9,1960,40,0.020408163,USA,CC:2:296,511,CARD
Beta-144578,9,1820,40,0.021978022,USA,CC:2:296,511,CARD
Beta-148283,9,1980,40,0.02020202,USA,CC:2:296,511,CARD
Beta-148284,9,1830,40,0.021857923,USA,CC:2:296,511,CARD
Beta-148285,9,1840,40,0.02173913,USA,CC:2:296,511,CARD
Beta-144582,9,600,40,0.066666667,USA,CC:2:297,512,CARD
Beta-144583,9,2350,50,0.021276596,USA,CC:2:297,512,CARD
Beta-148286,9,1060,40,0.037735849,USA,CC:2:297,512,CARD
Beta-59829,10,790,80,0.101265823,USA,41GR559,749,TARL
Beta-59830,10,950,60,0.063157895,USA,41GR559,749,TARL
Beta-59831,10,1320,110,0.083333333,USA,41GR559,749,TARL
GX-14448,10,815,190,0.233128834,USA,41GR559,749,TARL
GX-14449,10,1155,210,0.181818182,USA,41GR559,749,TARL
Beta-167789,8,780,40,0.051282051,USA,T:12:131,837,CARD
Beta-167790,8,710,40,0.056338028,USA,T:12:131,837,CARD
Beta-351738,8,1250,30,0.024,USA,T:12:131,837,CARD
Beta-398243,8,1470,30,0.020408163,USA,T:12:148,838,CARD
Beta-398244,8,1370,30,0.02189781,USA,T:12:148,838,CARD
Beta-398245,8,160,30,0.1875,USA,T:12:148,838,CARD
Beta-398247,8,1320,30,0.022727273,USA,T:12:148,838,CARD
Beta-398248,8,1290,30,0.023255814,USA,T:12:148,838,CARD
Beta-398249,8,1300,30,0.023076923,USA,T:12:148,838,CARD
Beta-402315,8,1470,30,0.020408163,USA,T:12:148,838,CARD
Beta-8228,8,1290,80,0.062015504,USA,T:12:37(ASU),839,CARD
Beta-167791,8,1100,40,0.036363636,USA,T:12:62,840,CARD
Beta-167792,8,930,50,0.053763441,USA,T:12:62,840,CARD
Beta-167794,8,1020,40,0.039215686,USA,T:12:62,840,CARD
Beta-167795,8,1130,40,0.03539823,USA,T:12:62,840,CARD
Beta-167796,8,1210,40,0.033057851,USA,T:12:62,840,CARD
Beta-167797,8,1160,40,0.034482759,USA,T:12:62,840,CARD
Beta-167798,8,1250,40,0.032,USA,T:12:62,840,CARD
Beta-167799,8,1090,40,0.036697248,USA,T:12:62,840,CARD
Beta-167800,8,1150,40,0.034782609,USA,T:12:62,840,CARD
Beta-167801,8,1250,60,0.048,USA,T:12:62,840,CARD
Beta-167802,8,1130,40,0.03539823,USA,T:12:62,840,CARD
Beta-258787,8,1190,40,0.033613445,USA,T:13:18,842,CARD
Beta-258788,8,1080,40,0.037037037,USA,T:13:18,842,CARD
Beta-258789,8,790,40,0.050632911,USA,T:13:18,842,CARD
Beta-258790,8,1120,40,0.035714286,USA,T:13:18,842,CARD
Beta-258791,8,990,40,0.04040404,USA,T:13:18,842,CARD
Beta-258792,8,920,40,0.043478261,USA,T:13:18,842,CARD
Beta-258793,8,830,40,0.048192771,USA,T:13:18,842,CARD
Beta-258794,8,1000,40,0.04,USA,T:13:18,842,CARD
Beta-258795,8,1110,40,0.036036036,USA,T:13:18,842,CARD
Beta-258796,8,1000,40,0.04,USA,T:13:18,842,CARD
Beta-263560,8,1150,40,0.034782609,USA,T:13:18,842,CARD
Beta-263561,8,1060,40,0.037735849,USA,T:13:18,842,CARD
Beta-263562,8,1090,60,0.055045872,USA,T:13:18,842,CARD
Beta-263563,8,930,40,0.043010753,USA,T:13:18,842,CARD
Beta-263564,8,930,40,0.043010753,USA,T:13:18,842,CARD
Beta-263565,8,1090,40,0.036697248,USA,T:13:18,842,CARD
Beta-263566,8,860,60,0.069767442,USA,T:13:18,842,CARD
Beta-263567,8,1020,60,0.058823529,USA,T:13:18,842,CARD
Beta-263568,8,930,60,0.064516129,USA,T:13:18,842,CARD
Beta-263569,8,830,50,0.060240964,USA,T:13:18,842,CARD
Aeon-680,8,3915,15,0.003831418,USA,T:7:419,844,CARD
Beta-232210,8,1280,40,0.03125,USA,U:10:172,851,CARD
Beta-232211,8,1250,40,0.032,USA,U:10:172,851,CARD
Beta-232207,8,1230,40,0.032520325,USA,U:10:6,853,CARD
Beta-232208,8,1240,40,0.032258065,USA,U:10:6,853,CARD
A-1072,8,1540,70,0.045454545,USA,U:13:1,854,CARD
Beta-375253,8,960,30,0.03125,USA,U:9:2,871,CARD
Beta-300197,8,1250,30,0.024,USA,U:9:299,873,CARD
SMU-1090,10,1270,40,0.031496063,USA,41LU1,884,CARD
SMU-1092,10,1740,50,0.028735632,USA,41LU1,884,CARD
SMU-1093,10,5220,50,0.009578544,USA,41LU1,884,CARD
SMU-1094,10,6240,40,0.006410256,USA,41LU1,884,CARD
SMU-1177,10,1550,50,0.032258065,USA,41LU1,884,CARD
SMU-1191,10,2070,130,0.062801932,USA,41LU1,884,CARD
SMU-1200,10,5270,150,0.028462998,USA,41LU1,884,CARD
SMU-367,10,7040,600,0.085227273,USA,41LU1,884,TARL
SMU-847,10,7220,60,0.008310249,USA,41LU1,884,TARL
SMU-893,10,450,50,0.111111111,USA,41LU1,884,TARL
Tx-1481,11,1070,50,0.046728972,USA,34Ch53,1036,Erick
Tx-1482,11,880,40,0.045454545,USA,34Ch53,1036,Erick
Tx-1777,11,910,90,0.098901099,USA,34Ch53,1036,Erick
Tx-1778,11,470,80,0.170212766,USA,34Ch53,1036,Erick
Tx-1779,11,1280,120,0.09375,USA,34Ch53,1036,Erick
Tx-479,12,560,90,0.160714286,USA,34Mc1,1046,Erick
Tx-626,12,600,80,0.133333333,USA,34Mc1,1046,Erick
Tx-490,11,610,70,0.114754098,USA,34Mc84,1083,Erick
Tx-612,11,680,70,0.102941176,USA,34Mc84,1083,Erick
GaK-901,12,710,80,0.112676056,USA,34Mc104,1087,Erick
Tx-475,12,500,50,0.1,USA,34Mc104,1087,Erick
Tx-491,12,250,50,0.2,USA,34Mc104,1087,Erick
Tx-492,12,640,50,0.078125,USA,34Mc104,1087,Erick
Tx-2408,11,630,100,0.158730159,USA,34St26,1091,Erick
Beta-1927,10,1925,95,0.049350649,USA,41HL1,1096,TARL
Beta-1928,10,1290,95,0.073643411,USA,41HL1,1096,TARL
Beta-1929,10,1970,100,0.050761421,USA,41HL1,1096,TARL
Beta-192508,8,2980,40,0.013422819,USA,O:12:41/04-1431,1132,CARD
Beta-181375,8,470,30,0.063829787,USA,O:12:74/04-1410,1134,CARD
Beta-280037,8,1240,40,0.032258065,USA,P:8:65,1157,CARD
Beta-280038,8,1290,40,0.031007752,USA,P:8:65,1157,CARD
Beta-280039,8,1300,40,0.030769231,USA,P:8:65,1157,CARD
Beta-329864,8,1110,30,0.027027027,USA,P:8:65,1157,CARD
IS-1900,10,1846,72,0.03900325,USA,41SW23,1171,TARL/CARD
SM-775,11,6030,300,0.049751244,USA,34Cm131,1228,Erick
Beta-91273,10,2380,80,0.033613445,USA,34PU331,1231,Erick
DIC-2912,11,530,50,0.094339623,USA,34Gv43,1240,Erick
Beta-28091,11,1290,50,0.03875969,USA,34Gv161,1242,Erick
Beta-4829,11,520,55,0.105769231,USA,34Gv90,1245,Erick
ART12082,11,660,30,0.045454545,USA,34Gv32,1246,Erick
ART-12582,11,640,15,0.0234375,USA,34Gv32,1246,Erick
GaK-696,11,520,80,0.153846154,USA,34Gr51,1286,Erick
Tx-2485,11,560,70,0.125,USA,34Lt37,1288,Erick
Tx-2486,11,540,60,0.111111111,USA,34Lt37,1288,Erick
Tx-3248,11,1270,60,0.047244094,USA,34Sm20,1302,Erick
Beta-196248,21,2500,40,0.016,USA,34HS20,1310,Erick
Beta-5425,20,570,60,0.105263158,USA,34WA44,1314,CARD
C-1245,20,950,105,0.110526316,USA,34WA5,1315,CARD
R-829-1,20,575,50,0.086956522,USA,34WA5,1315,CARD
R-829-2,20,630,55,0.087301587,USA,34WA5,1315,CARD
SM-722/772,21,1430,170,0.118881119,USA,34Cd11,1317,Erick
Beta-57060,21,850,70,0.082352941,USA,34Wa5,1318,Erick
R-829/1,21,575,50,0.086956522,USA,34Wa5,1318,Erick
R-829/2,21,630,55,0.087301587,USA,34Wa5,1318,Erick
M-14(1),22,2400,400,0.166666667,USA,34Lf40,1321,Erick
M-14(2),22,1800,400,0.222222222,USA,34Lf40,1321,Erick
M-14(3),22,2700,400,0.148148148,USA,34Lf40,1321,Erick
M-14(4),22,2500,400,0.16,USA,34Lf40,1321,Erick
M-14(5),22,2030,500,0.246305419,USA,34Lf40,1321,Erick
M-1670,22,1230,110,0.089430894,USA,34Lf40,1321,Erick
O-2283,22,500,100,0.2,USA,34Lf40,1321,Erick
SM-886,22,685,100,0.145985401,USA,34Lf40,1321,Erick
M-1667,22,940,100,0.106382979,USA,34Lf51,1323,Erick
Beta-4629,21,460,110,0.239130435,USA,34Wa2,1354,Erick
Tx-519,22,500,70,0.14,USA,34Sq13,1416,Erick
Beta-104860,21,2110,40,0.018957346,USA,34BK46,1417,Erick
Beta-106324,21,1570,40,0.025477707,USA,34BK46,1417,Erick
Beta-109585,21,2020,80,0.03960396,USA,34BK46,1417,Erick
Beta-110540,21,1840,70,0.038043478,USA,34BK46,1417,Erick
Beta-108582,21,1460,60,0.04109589,USA,34BL103,1418,Erick
Beta-220356,19,2290,40,0.017467249,USA,K:10:28,1444,CARD
Beta-220357,19,2250,40,0.017777778,USA,K:10:28,1444,CARD
UGS?-1401,21,935,115,0.122994652,USA,34Mi63,1466,Erick
Beta-102581,21,3680,90,0.024456522,USA,34RM610,1467,Erick
Beta-102582,21,6690,100,0.014947683,USA,34RM610,1467,Erick
Beta-102583,21,6710,120,0.017883756,USA,34RM610,1467,Erick
Beta-107241,21,480,90,0.1875,USA,34CU10,1468,Erick
Beta-112268,21,280,50,0.178571429,USA,34CU10,1468,Erick
Beta-325543,22,3330,30,0.009009009,USA,34SQ352,1470,Erick
BETA-325544,22,3250,30,0.009230769,USA,34SQ352,1470,Erick
Beta-167807,21,1380,40,0.028985507,USA,34OG13,1493,Erick
WSU-3356,20,690,70,0.101449275,USA,34CU1,1494,CARD
WSU-3357,20,680,50,0.073529412,USA,34CU1,1494,CARD
Beta-108580,20,620,60,0.096774194,USA,34CU10,1495,CARD
Beta-96106,20,420,70,0.166666667,USA,34CU220,1496,CARD
Beta-57894,20,420,80,0.19047619,USA,34CU27,1497,CARD
Beta-7225,20,340,50,0.147058824,USA,34CU27,1497,CARD
Beta-7526,20,530,50,0.094339623,USA,34CU27,1497,CARD
Beta-9011,20,520,50,0.096153846,USA,34CU27,1497,CARD
Beta-10396,21,620,50,0.080645161,USA,34Rm400,1545,Erick
Beta-15978,21,730,90,0.123287671,USA,34Rm400,1545,Erick
Beta-74245,22,850,70,0.082352941,USA,34LG61,1555,Erick
Beta-75403,23,6530,70,0.010719755,USA,40WM31,1560,CARD
Tx-466,21,720,70,0.097222222,USA,34Ck6,1561,Erick
Tx-467,21,1020,50,0.049019608,USA,34Ck6,1561,Erick
Tx-468,21,720,50,0.069444444,USA,34Ck6,1561,Erick
Tx-469,21,860,70,0.081395349,USA,34Ck6,1561,Erick
Tx-470,21,810,70,0.086419753,USA,34Ck6,1561,Erick
Tx-471,21,770,70,0.090909091,USA,34Ck6,1561,Erick
Tx-586,21,880,70,0.079545455,USA,34Ck6,1561,Erick
Tx-587,21,960,50,0.052083333,USA,34Ck6,1561,Erick
Tx-588,21,990,50,0.050505051,USA,34Ck6,1561,Erick
Tx-589,21,1050,50,0.047619048,USA,34Ck6,1561,Erick
Tx-590,21,1220,50,0.040983607,USA,34Ck6,1561,Erick
Tx-591,21,980,50,0.051020408,USA,34Ck6,1561,Erick
Tx-592,21,920,70,0.076086957,USA,34Ck6,1561,Erick
Tx-593,21,860,70,0.081395349,USA,34Ck6,1561,Erick
Tx-594,21,860,50,0.058139535,USA,34Ck6,1561,Erick
Tx-595,21,960,40,0.041666667,USA,34Ck6,1561,Erick
Tx-596,21,900,70,0.077777778,USA,34Ck6,1561,Erick
Tx-597,21,1100,50,0.045454545,USA,34Ck6,1561,Erick
Tx-598,21,840,60,0.071428571,USA,34Ck6,1561,Erick
Tx-599,21,1090,50,0.04587156,USA,34Ck6,1561,Erick
Tx-600,21,960,50,0.052083333,USA,34Ck6,1561,Erick
Tx-601,21,1280,50,0.0390625,USA,34Ck6,1561,Erick
Tx-602,21,930,70,0.075268817,USA,34Ck6,1561,Erick
Tx-603,21,960,60,0.0625,USA,34Ck6,1561,Erick
Tx-604,21,1250,50,0.04,USA,34Ck6,1561,Erick
Tx-605,21,860,60,0.069767442,USA,34Ck6,1561,Erick
Tx-606,21,830,60,0.072289157,USA,34Ck6,1561,Erick
Tx-607,21,930,60,0.064516129,USA,34Ck6,1561,Erick
Tx-608,21,1000,50,0.05,USA,34Ck6,1561,Erick
Tx-609,21,970,70,0.072164948,USA,34Ck6,1561,Erick
Tx-610,21,970,70,0.072164948,USA,34Ck6,1561,Erick
Beta-102887,20,630,60,0.095238095,USA,34WG220,1562,Erick
Beta-91493,20,1880,40,0.021276596,USA,41HF128,1572,TARL
Beta-93278,20,1690,70,0.041420118,USA,41HF128,1572,TARL
Beta-95636,20,1860,80,0.043010753,USA,41HF128,1572,TARL
AA-61193,18,2208,53,0.024003623,USA,D:,1755,CARD
AA-61194,18,2149,58,0.026989297,USA,D:,1755,CARD
AA-61195,18,2200,49,0.022272727,USA,D:,1755,CARD
AA-61196,18,2186,49,0.022415371,USA,D:,1755,CARD
AA-61197,18,2179,49,0.02248738,USA,D:,1755,CARD
AA-61198,18,2075,54,0.026024096,USA,D:,1755,CARD
AA-61199,18,2113,54,0.025556081,USA,D:,1755,CARD
AA-61200,18,2096,54,0.025763359,USA,D:,1755,CARD
AA-61201,18,2205,55,0.024943311,USA,D:,1755,CARD
AA-61202,18,2127,46,0.021626704,USA,D:,1755,CARD
Beta-3958,18,2400,80,0.033333333,USA,D:11:1504,1763,CARD
Beta-3959,18,2050,50,0.024390244,USA,D:11:1504,1763,CARD
Beta-3960,18,2080,50,0.024038462,USA,D:11:1504,1763,CARD
Beta-3963,18,2380,50,0.021008403,USA,D:11:244,1769,CARD
Beta-3964,18,2260,60,0.026548673,USA,D:11:244,1769,CARD
Beta-3965,18,2090,60,0.028708134,USA,D:11:244,1769,CARD
Beta-5636,18,2090,130,0.062200957,USA,D:11:3131,1772,CARD
Beta-5637,18,1330,50,0.037593985,USA,D:11:3131,1772,CARD
Beta-5638,18,1890,60,0.031746032,USA,D:11:3131,1772,CARD
Beta-5639,18,2010,60,0.029850746,USA,D:11:3133,1773,CARD
Beta-5640,18,2210,60,0.027149321,USA,D:11:3133,1773,CARD
Beta-5641,18,2140,80,0.037383178,USA,D:11:3133,1773,CARD
Beta-5642,18,1970,70,0.035532995,USA,D:11:3133,1773,CARD
Beta-5643,18,1640,50,0.030487805,USA,D:11:3133,1773,CARD
Beta-5644,18,1860,70,0.037634409,USA,D:11:3133,1773,CARD
Beta-5645,18,2010,60,0.029850746,USA,D:11:3133,1773,CARD
Beta-5646,18,2010,70,0.034825871,USA,D:11:3133,1773,CARD
Beta-5647,18,1850,60,0.032432432,USA,D:11:3133,1773,CARD
Beta-5648,18,1710,60,0.035087719,USA,D:11:3133,1773,CARD
Beta-5649,18,2040,100,0.049019608,USA,D:11:3133,1773,CARD
I-7918,18,2280,80,0.035087719,USA,D:7:105,1776,CARD
UGA-3976,18,2065,85,0.041162228,USA,D:7:151,1778,CARD
UGA-3977,18,2795,170,0.060822898,USA,D:7:151,1778,CARD
UGA-3985,18,2635,170,0.064516129,USA,D:7:151,1778,CARD
I-7913,18,2580,80,0.031007752,USA,D:7:152,1779,CARD
I-7914,18,2110,80,0.037914692,USA,D:7:152,1779,CARD
I-7915,18,2015,80,0.039702233,USA,D:7:152,1779,CARD
I-7917,18,935,80,0.085561497,USA,D:7:154,1780,CARD
Beta-7200,18,6780,70,0.010324484,USA,D:7:2085,1781,CARD
Beta-3961,18,3290,60,0.018237082,USA,D:7:2100,1782,CARD
Beta-3356,18,2070,60,0.028985507,USA,D:7:239,1784,CARD
Beta-4243,18,2395,80,0.033402923,USA,D:7:239,1784,CARD
UGA-3902,18,2165,80,0.036951501,USA,D:7:239,1784,CARD
UGA-3903,18,1970,95,0.04822335,USA,D:7:239,1784,CARD
UGA-3904,18,2245,80,0.035634744,USA,D:7:239,1784,CARD
UGA-3905,18,2120,100,0.047169811,USA,D:7:239,1784,CARD
UGA-3906,18,2320,120,0.051724138,USA,D:7:239,1784,CARD
UGA-3907,18,1250,105,0.084,USA,D:7:262,1786,CARD
UGA-3908,18,1185,90,0.075949367,USA,D:7:262,1786,CARD
UGA-3909,18,1410,85,0.060283688,USA,D:7:262,1786,CARD
UGA-3910,18,1570,80,0.050955414,USA,D:7:262,1786,CARD
UGA-3911,18,2505,90,0.035928144,USA,D:7:262,1786,CARD
UGA-3978,18,2745,100,0.036429872,USA,D:7:3003,1787,CARD
UGA-3979,18,2090,250,0.119617225,USA,D:7:3003,1787,CARD
UGA-3980,18,2675,145,0.054205607,USA,D:7:3003,1787,CARD
UGA-3982,18,2465,75,0.030425963,USA,D:7:3013,1788,CARD
UGA-3983,18,2805,90,0.032085561,USA,D:7:3013,1788,CARD
UGA-3984,18,2590,90,0.034749035,USA,D:7:3013,1788,CARD
UGA-3981,18,954,85,0.089098532,USA,D:7:3045,1790,CARD
Beta-3962,18,2460,60,0.024390244,USA,D:7:310,1791,CARD
Beta-3953,18,2060,50,0.024271845,USA,D:7:3107,1792,CARD
Beta-3954,18,1990,50,0.025125628,USA,D:7:3107,1792,CARD
Beta-3955,18,2270,50,0.022026432,USA,D:7:3107,1792,CARD
Beta-3956,18,2210,50,0.022624434,USA,D:7:3107,1792,CARD
Beta-3957,18,2140,50,0.023364486,USA,D:7:3107,1792,CARD
