labnumber,Sbox,date,sd,Country,Site,SiteID,Source
S-1140,122,1340,50,check GIS,JkNf-1,10250,CARD
Beta-68510,114,1790,50,check GIS,KbVo-1,10258,CARD
TO-1232,115,300,50,check GIS,KeVe-2,10289,CARD
Beta-9892,113,1880,50,USA,AKTLM-?,10302,CARD
Beta-9898,113,1670,50,USA,AKTLM-?,10302,CARD
P-1833,114,390,50,USA,AKTNX004,10332,CARD
P-1531,110,1976,50,USA,AKUKT004,10359,CARD
P-1532,110,2091,50,USA,AKUKT004,10359,CARD
DIC-3071,113,930,50,USA,AKFAI091,10370,CARD
Beta-76061,114,3350,50,USA,AKXBD020,10371,CARD
Beta-76063,114,3020,50,USA,AKXBD020,10371,CARD
Beta-106041,113,5680,50,USA,AKFAI206,10375,CARD
Beta-7565,113,870,50,USA,AKFAI035,10399,CARD
Beta-101003,139,940,50,check GIS,MeTp-4,10466,CARD
P-1064,134,1490,50,USA,AKAMR001,10480,CARD
P-1066,134,2370,50,USA,AKAMR001,10480,CARD
P-1067,134,2430,50,USA,AKAMR001,10480,CARD
P-593A,134,920,50,USA,AKAMR001,10480,CARD
TO-7535,138,2590,50,check GIS,NcVi-3,10573,CARD
Beta-124965,134,3470,50,USA,AKKIR096,10584,CARD
CAMS-67282,143,2530,50,check GIS,NdPe-2,10592,CARD
CAMS-62187,143,3340,50,check GIS,NePe-4,10598,CARD
Beta-88031,136,2220,50,USA,AKPSM050,10599,CARD
CAMS-62185,142,3700,50,check GIS,NhPk-12,10619,CARD
Beta-77808,139,4480,50,check GIS,NiTs-4,10644,CARD
GSC-6346,165,670,50,check GIS,OaPp-?,10674,CARD
S-1202,172,2090,50,check GIS,PgHb-1,10817,CARD
GSC-2054,52,2870,50,check GIS,BlGf-2,7786,CARD
Beta-205762,7,1170,50,USA,CA-SBR-,1252,CARD
Beta-205769,7,1780,50,USA,CA-SBR-,1252,CARD
Beta-41040,7,260,50,USA,CA-SBR-3773,1268,CARD
BETA-14605,30,250,50,USA,42UT573,4515,Erick
BETA-67119,29,2130,50,USA,42BO763,4856,Erick
DIC-2509,23,210,50,USA,15CK146,2738,CARD
DIC-2334,23,2390,50,USA,15CK89,2739,CARD
DIC-2602,24,400,50,USA,36GR160,4198,CARD
Beta-26753,24,2190,50,USA,33AT521,3804,CARD
Beta-28600,27,2110,50,USA,35JA189,6213,CARD
Beta-58846,27,1120,50,USA,35DO383,6729,CARD
Beta-50018,27,3050,50,USA,35CS114,6788,CARD
Beta-17817,27,320,50,USA,35DO153,6812,CARD
Beta-49253,27,280,50,USA,35HA1906,6854,CARD
Beta-49695,27,310,50,USA,35HA2095,6856,CARD
Beta-49696,27,300,50,USA,35HA2095,6856,CARD
Beta-72694,27,350,50,USA,35DO83,6903,CARD
Beta-75268,27,710,50,USA,35DO83,6903,CARD
Beta-40032,27,1840,50,USA,35DS219,6917,CARD
Beta-20142,27,370,50,USA,35JE53,7230,CARD
A-11794,68,1745,50,check GIS,EeRl-7,9332,CARD
Beta-23769,87,620,50,USA,AKKAR029,10030,CARD
WSU-2944,112,1480,50,USA,AKKEN147,10174,CARD
WSU-3899,112,740,50,USA,AKKEN214,10177,CARD
GSC-3406,186,980,50,check GIS,SfFk-18,10922,CARD
GSC-3262,186,2940,50,check GIS,SgFm-3,10936,CARD
Beta-261183,68,2190,50,check GIS,EaSe-76,9138,CARD
Beta-58895,13,5590,50,USA,1Lu496,1282,CARD
Beta-68509,114,7810,50,check GIS,KaVn-2,10253,CARD
Beta-81282,139,460,50,check GIS,MeTp-4,10466,CARD
WIS-2117,33,1440,50,USA,11HA318,4504,CARD
Tx-858,11,830,50,USA,34GV22,1225,CARD
WIS-707,22,1720,50,USA,23CP1,3460,CARD
S-1639,54,2080,50,check GIS,BlDn-12,7788,CARD
WIS-2174,33,465,50,USA,21HU2,6879,CARD
BETA-6287,18,760,50,USA,42Ut102,4215,Erick
Beta-255613,8,1320,50,USA,Z:,420,CARD
BETA-3756,18,720,50,USA,42Sv1373,3181,Erick
UGa-72,14,306,50,USA,9MU100,1229,Erick
SMU-237,22,270,50,USA,23HI216,2806,CARD
WIS-652,33,865,50,USA,11F900,4462,CARD
WIS-603,33,780,50,USA,11F1284,4521,CARD
Beta-74743,27,280,50,USA,35CU61,5954,CARD
WIS-2087,34,730,50,USA,47WN350,7112,CARD
WIS-2088,34,770,50,USA,47WN350,7112,CARD
WIS-2093,34,880,50,USA,47WN350,7112,CARD
WIS-2094,34,810,50,USA,47WN350,7112,CARD
WIS-2095,34,750,50,USA,47WN350,7112,CARD
WIS-2096,34,700,50,USA,47WN350,7112,CARD
Beta-38884,43,250,50,USA,35MU46,7702,CARD
Beta-38885,43,390,50,USA,35MU46,7702,CARD
Tx-2895,44,680,50,USA,45DO102,8253,CARD
Tx-3058,44,470,50,USA,45DO102,8253,CARD
Tx-3124,44,2880,50,USA,45OK255,8561,CARD
Tx-3053,44,700,50,USA,45OK265,8564,CARD
B-890,108,710,50,USA,AKXSL002,10350,CARD
GSC-3283,81,700,50,check GIS,EkBc-?,9473,CARD
Beta-88851,52,4860,50,check GIS,BkGg-12,7746,CARD
CAMS-26257,66,7540,50,check GIS,FdTv-?,9601,CARD
CAMS-26258,66,3700,50,check GIS,FdTv-?,9601,CARD
UCR-2308,32,660,50,USA,39LM146,7057,CARD
UCR-2309,32,735,50,USA,39LM146,7057,CARD
UCR-2310,32,720,50,USA,39LM146,7057,CARD
TO-3651,36,290,50,check GIS,AkGt-?1,6908,CARD
Beta-34940,18,1480,50,USA,42GA288,2467,CARD
AA-8718,22,2017,50,USA,11MS118,3267,CARD
Beta-84969,37,1050,50,USA,211-1-1,5580,CARD
Beta-84971,37,390,50,USA,211-1-1,5580,CARD
GX-22651,37,380,50,USA,CNG-TL470,6251,CARD
AA-6424,37,315,50,USA,NYSM-5698,6370,Erick
AA-7400,37,415,50,USA,NYSM-1156,6388,Erick
AA-7401,37,365,50,USA,NYSM-1156,6388,Erick
AA-7402,37,410,50,USA,NYSM-1156,6388,Erick
TO-5875,36,970,50,check GIS,AfGx-___3,6409,CARD
TO-4083,36,800,50,check GIS,AfGx-_113,6411,CARD
AA-7413,37,435,50,USA,NYSM-1586,6414,Erick
AA-6416,37,385,50,USA,NYSM-4017,6419,CARD
AA-6425,37,380,50,USA,NYSM-1170,6421,Erick
AA-6421,37,300,50,USA,NYSM-1115,6455,Erick
AA-6417,37,300,50,USA,NYSM-2332,6462,Erick
AA-6419,37,405,50,USA,NYSM-2334,6523,Erick
AA-7405,37,430,50,USA,NYSM-2334,6523,Erick
TO-2519,36,240,50,check GIS,AkGv-___8,6924,CARD
TO-3844,36,730,50,check GIS,AlGo-__50,6973,CARD
TO-3845,36,590,50,check GIS,AlGo-__50,6973,CARD
WIS-350,22,750,50,USA,11S-?,3210,CARD
WIS-356,22,810,50,USA,11S-?,3210,CARD
Beta-121305,27,2260,50,USA,35JE20,7318,CARD
Beta-94421,43,1430,50,check GIS,DjSf-22,9035,CARD
AA-3903,113,490,50,USA,AKFAI-VP,10403,CARD
W-5373,8,880,50,USA,Z:,420,CARD
UCLA-1418,17,1600,50,USA,26CH18,1589,CARD
Beta-163099,18,1810,50,USA,26WA201,3886,CARD
NSRL-11378,18,1680,50,USA,26WA201,3886,CARD
NSRL-11380,18,3480,50,USA,26WA201,3886,CARD
NSRL-11384,18,3550,50,USA,26WA201,3886,CARD
S-1113,81,1040,50,check GIS,EjAv-1,9459,CARD
Beta-66409,139,1110,50,check GIS,MiTr-1,10489,CARD
Beta-115210,138,4440,50,check GIS,NaVl-?,10541,CARD
Beta-26257,27,2320,50,USA,35KL677,6236,CARD
Beta-88142,8,2150,50,USA,AA:12:91,459,CARD
Beta-167116,19,620,50,USA,LA66288/105710,1806,CARD
CAMS12281,29,1130,50,USA,42Wb185a,4919,Erick
CAMS12275,29,1100,50,USA,42Wb185c,4920,Erick
CAMS4060,29,1020,50,USA,42Wb185c,4920,Erick
CAMS-12269,18,1170,50,USA,42Wb318,3201,Erick
CAMS-12280,29,1130,50,USA,42Wb0185,4917,Erick
CAMS-4059,29,1160,50,USA,42Wb0185,4917,Erick
CAMS-12275,29,1050,50,USA,42Wb185,4918,Erick
CAMS-5324,29,1010,50,USA,42Wb324,4922,Erick
CAMS-12285,29,1260,50,USA,42Wb184,4927,Erick
CAMS-12279,29,1500,50,USA,42Wb269,4929,Erick
CAMS-12281,29,1190,50,USA,42Wb319,4939,Erick
CAMS-5331,29,910,50,USA,42Wb0317,4940,Erick
CAMS-12277,29,1430,50,USA,42Wb32,4949,Erick
CAMS-5327,29,1440,50,USA,42Bo599,5004,Erick
WSU-4627,43,2430,50,check GIS,DeSf-9,8691,CARD
Beta-226211,66,1550,50,check GIS,GbTo-31,9754,CARD
AA-3949,25,1460,50,USA,7K-F-17,3558,CARD
UCLA-1919A,22,1160,50,USA,11GE-?,3654,CARD
UCLA-1919C,22,1130,50,USA,11GE-?,3654,CARD
UCLA-1919D,22,1310,50,USA,11GE-?,3654,CARD
UCLA-1919G,22,890,50,USA,11C-?,3715,CARD
UCLA-1919H,22,970,50,USA,11C-?,3715,CARD
Beta-61459,35,1360,50,USA,20MR-?,5488,CARD
Beta-124082,35,1100,50,USA,20WA336,5741,CARD
TO-1923,35,1510,50,check GIS,AiHc-?,6766,CARD
Beta-39029,36,400,50,check GIS,BaGm-___7,7066,CARD
DIC-107,36,1830,50,check GIS,BbGk-___2,7117,CARD
Beta-2629,38,540,50,USA,ME30.42,7130,CARD
CAMS-10354,48,7870,50,USA,21OT3,7970,CARD
Beta-11055,43,2230,50,USA,DfRu-44,8760,CARD
TO-1385,50,1230,50,check GIS,DfJb-___1,8775,CARD
Beta-38351,43,1620,50,USA,DgRs-2,8784,CARD
Beta-38352,43,3980,50,USA,DgRs-2,8784,CARD
Beta-39225,43,1600,50,USA,DgRs-2,8784,CARD
Beta-39229,43,1500,50,USA,DgRs-2,8784,CARD
Beta-39231,43,1260,50,USA,DgRs-2,8784,CARD
Beta-37845,43,3240,50,check GIS,DgRw-20,8825,CARD
CAMS-54729,43,2240,50,check GIS,DjSf-13,8955,CARD
S-1729,66,2300,50,check GIS,GbTo-33,9751,CARD
S-1730,66,2320,50,check GIS,GbTo-33,9751,CARD
S-1598,66,3100,50,check GIS,GbTo-36,9752,CARD
S-1664,66,2530,50,check GIS,GbTo-31,9754,CARD
S-1665,66,2520,50,check GIS,GbTo-31,9754,CARD
S-1667,66,2050,50,check GIS,GbTo-31,9754,CARD
S-1595,66,2980,50,check GIS,GbTo-23,9765,CARD
Beta-5542,22,310,50,USA,3PO6,1499,CARD
CAMS-33689,17,4640,50,USA,26CH1f,1591,CARD
Beta-77874,19,2320,50,USA,42SA21153,2430,CARD
BETA-59468,29,1120,50,USA,42WB54,4853,Erick
GSC-2051,81,640,50,check GIS,EjAv-1,9459,CARD
AA-10534,17,4390,50,USA,CA-INY-182,1889,CARD
Beta-101411,18,1330,50,USA,26WA2488,3891,CARD
Beta-83489,17,1580,50,USA,26HU3557,4204,CARD
UGAMS-1898,30,3220,50,USA,5MF1,4565,CARD
WSU-2345,18,600,50,USA,42Em1194,3615,Erick
CAMS-34924,8,1990,50,USA,AA:12:91,459,CARD
BETA-102492,18,1840,50,USA, ,2072,Erick
BETA-132382,18,960,50,USA,42KA3383,2147,Erick
BETA-55078,18,800,50,USA,42KA1568,2151,Erick
BETA-109803,18,1060,50,USA,42KA1811,2227,Erick
AA-10373,18,1735,50,USA,42KA172,2382,Erick
AA-10374,18,1755,50,USA,42KA172,2382,Erick
AA-10375,18,1830,50,USA,42KA172,2382,Erick
BETA-161580,18,770,50,USA,42GA4567,2465,Erick
AA-5224,18,1600,50,USA,42GA288,2472,Erick
CAMS-8255,18,800,50,USA,42WN1897,2877,Erick
BETA-161592,18,1770,50,USA,42WN2234,2901,Erick
BETA-124182,18,1700,50,USA,42WN181,2904,Erick
BETA-161598,18,1100,50,USA,42WN175,2956,Erick
BETA-140383,18,820,50,USA,42SV662,3318,Erick
BETA-175367,29,1080,50,USA,42SL230,4744,Erick
Beta-87481,7,4480,50,check GIS,PASE-85,23,CARD
Beta-87484,7,3530,50,check GIS,PASE-1-L,36,CARD
Beta-123965,7,710,50,check GIS,PASE-151,39,CARD
Beta-87473,7,730,50,check GIS,PASE-5,44,CARD
GX-30539,27,1050,50,USA,35CU-007,6270,CARD
GX-30540,27,880,50,USA,35CU-007,6270,CARD
GX-31796,27,1170,50,USA,35CU-007,6270,CARD
GX-31797,27,1490,50,USA,35CU-007,6270,CARD
GX-31798,27,1200,50,USA,35CU-007,6270,CARD
GX-31799,27,1260,50,USA,35CU-007,6270,CARD
PTA-8116,43,900,50,USA,35TI-001,7587,CARD
SI-4556,25,1975,50,USA,18CH157,3122,CARD
Beta-46954,25,620,50,USA,44FX544,3218,CARD
SI-4944,25,680,50,USA,7S-G-30a,3222,CARD
SI-2830,25,1885,50,USA,18KE126,3608,CARD
SI-2829,25,3505,50,USA,18KE127,3609,CARD
SI-2834,25,1790,50,USA,18KE-no#,3819,CARD
DIC-986,26,1810,50,USA,28OC60,4045,Erick
Beta-7668,37,740,50,USA,RI,4867,CARD
Beta-8350,37,650,50,USA,RI,4867,CARD
Beta-8351,37,1080,50,USA,RI,4867,CARD
Beta-8352,37,1410,50,USA,RI,4867,CARD
Beta-8353,37,780,50,USA,RI,4867,CARD
GX-9704,38,1075,50,USA,19BN308,5454,CARD
GX-12420,37,800,50,USA,19NF-?,5610,CARD
Beta-126393,27,820,50,USA,35CU215,6012,CARD
Beta-76075,27,720,50,USA,35CU12B,6247,CARD
Beta-63840,27,1440,50,USA,35LA10C,7080,CARD
Beta-83225,27,930,50,USA,35LA11,7081,CARD
Beta-61120,27,1040,50,USA,35LA2,7097,CARD
Beta-57996,54,680,50,check GIS,BgDr-61,7489,CARD
Beta-57995,54,500,50,check GIS,BgDr-66,7493,CARD
CAMS-28073,43,1140,50,USA,DcRu-2,8445,CARD
CAMS-28074,43,1150,50,USA,DcRu-2,8445,CARD
CAMS-28078,43,1190,50,USA,DcRu-2,8445,CARD
CAMS-28079,43,1030,50,USA,DcRu-2,8445,CARD
CAMS-40384,43,2230,50,USA,DcRu-4,8502,CARD
CAMS-40386,43,1690,50,USA,DcRu-4,8502,CARD
CAMS-40390,43,800,50,USA,DcRu-4,8502,CARD
CAMS-40392,43,2120,50,USA,DcRu-4,8502,CARD
CAMS-40396,43,2770,50,USA,DcRu-4,8502,CARD
CAMS-28084,43,900,50,check GIS,DdSe-23,8683,CARD
CAMS-28082,43,1080,50,check GIS,DdSe-11,8684,CARD
CAMS-15383,43,3020,50,check GIS,DeSf-9,8691,CARD
CAMS-29299,42,680,50,check GIS,DfSh-27,8779,CARD
CAMS-29301,42,1720,50,check GIS,DgSk-54,8796,CARD
CAMS-29303,42,1850,50,check GIS,DgSk-54,8796,CARD
CAMS-29305,42,1570,50,check GIS,DgSk-54,8796,CARD
CAMS-29307,42,1390,50,check GIS,DgSk-54,8796,CARD
CAMS-15378,42,1920,50,check GIS,DgSl-(927T),8797,CARD
Beta-69028,43,560,50,check GIS,DhRx-66,8838,CARD
GaK-2101,69,970,50,check GIS,EeQw-30,9307,CARD
Beta-96636,67,770,50,check GIS,ElTa-3,9486,CARD
Beta-108429,67,1880,50,check GIS,ElTb-2,9488,CARD
Beta-105287,67,1240,50,check GIS,ElSx-16,9490,CARD
Beta-96635,67,1440,50,check GIS,ElSx-16,9490,CARD
Beta-101924,67,2540,50,check GIS,ElTb-1,9493,CARD
Beta-96631,67,2480,50,check GIS,ElSx-8,9494,CARD
Beta-96633,67,4580,50,check GIS,ElSx-10,9495,CARD
Beta-108426,67,3900,50,check GIS,ElSx-18,9497,CARD
Beta-108423,67,2620,50,check GIS,ElSx-4,9502,CARD
Beta-108424,67,6560,50,check GIS,ElSx-5,9503,CARD
Beta-108428,67,1730,50,check GIS,ElTa-21,9506,CARD
CAMS-44538,66,750,50,check GIS,FbTt-?,9579,CARD
CAMS-33902,66,1620,50,check GIS,FbTt-2,9581,CARD
CAMS-15369,66,1330,50,check GIS,FdTu-?,9598,CARD
CAMS-15364,66,900,50,check GIS,FeTv-?,9610,CARD
CAMS-16959,66,5570,50,check GIS,FjUb-10,9685,CARD
CAMS-50963,66,5980,50,check GIS,FjUb-10,9685,CARD
CAMS-19022,66,6000,50,check GIS,FkUb-16,9686,CARD
Beta-84121,91,1130,50,USA,AKCRG089,9845,CARD
PITT-4,91,1115,50,USA,AKSIT244,10028,CARD
PITT-1,91,1525,50,USA,AKSIT132,10029,CARD
PITT-2,91,1625,50,USA,AKSIT132,10029,CARD
Beta-38758,91,1640,50,USA,AKJUN250,10077,CARD
Beta-125331,8,2170,50,USA,Z:,420,CARD
Beta-88141,8,2020,50,USA,AA:12:91,459,CARD
TO-4534,182,920,50,check GIS,QjJx-10,10857,CARD
TO-5474,187,1280,50,check GIS,SiFi-4,10939,CARD
TO-5678,138,3270,50,check GIS,NiVk-1,10639,CARD
TO-5679,138,3330,50,check GIS,NiVk-1,10639,CARD
TO-5680,138,870,50,check GIS,NiVk-1,10639,CARD
TO-5014,171,2030,50,check GIS,PcHs-?,10786,CARD
TO-5007,171,5530,50,check GIS,PdJf-?,10791,CARD
CAMS-33463,171,5090,50,check GIS,PeHu-?,10797,CARD
TO-5011,171,6500,50,check GIS,PeHu-?,10797,CARD
CAMS-33464,171,7270,50,check GIS,PkHv-?,10826,CARD
CAMS-39649,185,6210,50,check GIS,SdHg-?,10909,CARD
GSC-1918,187,1180,50,check GIS,SdFi-?,10913,CARD
TO-3706,183,700,50,check GIS,ShJh-?,10937,CARD
TO-476,191,7240,50,check GIS,UbHq-?,10957,CARD
Pitt-26,37,2355,50,USA,VTFR26,7466,CARD
Pitt-759,37,2460,50,USA,VTFR26,7466,CARD
Pitt-762,37,2300,50,USA,VTFR26,7466,CARD
Beta-120410,8,300,50,USA,Y:8:93,419,CARD
Beta-120411,8,270,50,USA,Y:8:93,419,CARD
NSRL-3986,9,2890,50,USA,0,66,Erick
NSRL-3995,9,2930,50,USA,0,66,Erick
Beta-81062,8,2440,50,USA,Z:,420,CARD
Beta-81066,8,2390,50,USA,Z:,420,CARD
Beta-81069,8,2360,50,USA,Z:,420,CARD
Beta-7169,8,1000,50,USA,BB:13:15,492,CARD
Beta-189473,8,990,50,USA,U:9:173,870,CARD
Beta-233329,8,1670,50,USA,O:12:88/04-1438,1137,CARD
P-1544,9,500,50,USA,Q:1:22,1163,CARD
"Beta-156068,ETH",18,2100,50,USA,J:14:23,1429,CARD
Beta-79151,18,830,50,USA,J:14:23,1429,CARD
AA-19524,18,1750,50,USA,"J:14:31,NNAD",1432,CARD
Beta-118050,18,1760,50,USA,J:14:34NNAD,1433,CARD
Beta-118051,18,1720,50,USA,J:14:34NNAD,1433,CARD
"Beta-156067,ETH",18,2180,50,USA,"J:3:8,NNAD",1442,CARD
Beta-59717,19,910,50,USA,K:15:16,1451,CARD
UCR-2814,19,2560,50,USA,LA80393,1486,CARD
UCR-2685,19,3280,50,USA,LA80397,1487,CARD
UCR-2705,19,2070,50,USA,LA80419,1488,CARD
UCR-2707,19,2180,50,USA,LA80434,1489,CARD
BETA-8473,18,1310,50,USA,42KA2594,2136,Erick
BETA-161583,18,1170,50,USA,42WN154,2961,Erick
BETA-180740,18,1300,50,USA,42BE751,3163,Erick
BETA-176746,18,7060,50,USA,42JB394,4002,Erick
BETA-39267,18,880,50,USA,42DC619,4151,Erick
Beta-187017,30,2880,50,USA,5GA130,4354,CARD
BETA-11515,29,680,50,USA,42UT150,4433,Erick
Beta-219114,30,4460,50,USA,48SU6338,5993,Erick
Beta-219113,30,3610,50,USA,48SU3738,5995,Erick
UCR-3804/CAMS-59164,28,1200,50,USA,10AA99,6807,CARD
Beta-147248,46,1930,50,USA,24BH2622,7613,CARD
Beta-46518,43,370,50,USA,45CL12,7729,CARD
CAMS-99055,45,1225,50,USA,24BW19,7934,CARD
CAMS-101902,45,1280,50,USA,24LC27,8091,CARD
CAMS-72240,44,2990,50,USA,10BT1,8401,CARD
Beta-122955,8,1220,50,USA,Z:1:29,421,CARD
Beta-109934,20,960,50,USA,5LA1416,2241,CARD
Beta-95304,19,2100,50,USA,5LP?,3655,CARD
Beta-95305,19,1980,50,USA,5LP?,3655,CARD
Beta-202523,19,1300,50,USA,5LP240,3667,CARD
Beta-95307,19,2010,50,USA,5LP4223,3676,CARD
Beta-13040,19,940,50,USA,5RB1463,4224,CARD
Beta-135360,19,1090,50,USA,5RB3157,4240,CARD
Beta-72304,44,5950,50,USA,45LI150,8210,CARD
Beta-95428,71,1020,50,check GIS,EaNl-?,9131,CARD
GSC-4864,73,240,50,check GIS,EbLo-?,9173,CARD
GSC-2048,81,1810,50,check GIS,EjAv-1,9459,CARD
GSC-2055,81,1590,50,check GIS,EjAv-1,9459,CARD
SI-1797,81,670,50,check GIS,EjBe-14,9470,CARD
Beta-122619,8,1310,50,USA,AA:12:170,439,CARD
Beta-153223,8,1200,50,USA,O:12:25/04-743,1128,CARD
BETA-53515,18,2040,50,USA,42BE743,3164,Erick
Beta-175779,16,3500,50,USA,CA-SLO-1180,1362,CARD
Beta-74280,16,230,50,USA,CA-MNT-1601,1644,CARD
Beta-74700,16,310,50,USA,CA-YOL-182,3276,CARD
Beta-146801,135,6990,50,USA,49KIR273,10562,CARD
Tx-3343,22,1360,50,USA,3SB29,1309,CARD
Tx-3350,22,520,50,USA,3SB29,1309,CARD
Tx-3352,22,1380,50,USA,3SB29,1309,CARD
Tx-3355,22,4130,50,USA,3SB29,1309,CARD
SMU-818,22,3400,50,USA,23HI216,2806,CARD
SMU-820,22,3750,50,USA,23HI216,2806,CARD
WIS-389,22,940,50,USA,11S-?,3210,CARD
WIS-654,33,820,50,USA,11F900,4462,CARD
Beta-54735,35,2390,50,check GIS,AfHi-_134,6402,CARD
AA-19683,50,2605,50,USA,20ME1,7546,Erick
TO-2213,50,4590,50,check GIS,DaJi-___1,8339,CARD
Beta-38807,43,4590,50,USA,DgRr-1,8836,CARD
Beta-106611,68,220,50,check GIS,EeRl-7,9332,CARD
T-531,81,950,50,check GIS,EjAv-1,9459,CARD
SI-2516,81,3770,50,check GIS,GcBi-7,9812,CARD
Beta-77802,75,1120,50,check GIS,GfJi-___2,9837,CARD
Beta-106475,98,220,50,check GIS,HgLt-1,9989,CARD
Beta-6685,112,1210,50,USA,AKKEN045,10148,CARD
Beta-76058,114,380,50,USA,AKXBD020,10371,CARD
Beta-76059,114,1790,50,USA,AKXBD020,10371,CARD
P-2143,134,1530,50,USA,AKXHP010,10552,CARD
GSC-3003,186,830,50,check GIS,SfFk-4,10923,CARD
GSC-3059,186,580,50,check GIS,SfFk-4,10923,CARD
GSC-3561,186,620,50,check GIS,SfFk-5,10927,CARD
GSC-2981,186,270,50,check GIS,SgFq-1,10930,CARD
GSC-3408,186,530,50,check GIS,SgFq-1,10930,CARD
GSC-2953,186,680,50,check GIS,SgFm-4,10935,CARD
Beta-76644,25,1560,50,USA,7K-D-3,3614,CARD
TO-1020,35,1100,50,check GIS,BdHh-___5,7326,CARD
Beta-79570,48,2930,50,USA,21WD6,8041,CARD
Beta-70373,48,2455,50,USA,21MH5,8153,CARD
Beta-83948,70,390,50,check GIS,EiPp-16,9400,CARD
AA-1200,8,280,50,USA,R:10:87,833,CARD
Beta-157187,17,470,50,USA,26EK,2565,CARD
DIC-1758,27,1150,50,USA,35LNC50,7375,CARD
Beta-77810,139,1720,50,check GIS,NiTs-4,10644,CARD
Beta-115208,195,4260,50,check GIS,UdAr-?,10959,CARD
AA-77844,8,4740,50,USA,Z:,420,CARD
Beta-122961,8,2390,50,USA,Z:1:30,422,CARD
Beta-144131,19,3940,50,USA,LA79076,1850,CARD
Beta-70061,20,740,50,USA,5LA6230,2278,CARD
Beta-144514,16,2460,50,USA,CA-SJO-264,2686,CARD
Beta-169192,18,310,50,USA,26WA5726,3910,CARD
Beta-214304,30,2840,50,USA,5MF2993,4578,CARD
Beta-214457,30,2280,50,USA,5MF2994,4579,CARD
Beta-224801,30,4060,50,USA,5MF2994,4579,CARD
Beta-224802,30,3240,50,USA,5MF2994,4579,CARD
Beta-224803,30,3490,50,USA,5MF2994,4579,CARD
Beta-224804,30,3650,50,USA,5MF2994,4579,CARD
Beta-224805,30,3590,50,USA,5MF2994,4579,CARD
Beta-211974,30,4300,50,USA,5MF3004,4584,CARD
Beta-211976,30,4860,50,USA,5MF3004,4584,CARD
Beta-223705,30,4590,50,USA,5MF3198,4595,CARD
Beta-223709,30,4920,50,USA,5MF3198,4595,CARD
Beta-214300,30,7820,50,USA,5MF5389,4624,CARD
Beta-283715,27,340,50,USA,CA-SHA-2048,4733,CARD
Beta-155223,30,2210,50,USA,48SW13143,4902,Erick
Beta-270753,30,7280,50,USA,48CR9358,4912,Erick
Beta-270756,30,6390,50,USA,48CR9361,4921,Erick
Beta-160038,30,3420,50,USA,48SW13901,5118,Erick
Beta-164049,29,5720,50,USA,48SW10407/UT133,5155,Erick
Beta-224416,29,2910,50,USA,48UT378,5168,Erick
Beta-224417,29,2970,50,USA,48UT378,5168,Erick
Beta-224418,29,2950,50,USA,48UT378,5168,Erick
Beta-93486,30,1720,50,USA,48SW10888,5240,Erick
Beta-181937,30,3610,50,USA,48SW1673,5252,Erick
Beta-181938,30,4850,50,USA,48SW1673,5252,Erick
Beta-221689,30,5570,50,USA,48SW1673,5252,Erick
Beta-262519,30,3600,50,USA,48SW17677,5363,Erick
Beta-162821,30,4200,50,USA,48SW11666,5378,Erick
Beta-180501,29,6000,50,USA,48LN3973,5497,Erick
Beta-193709,29,1610,50,USA,48LN4086,5520,Erick
Beta-193708,29,5200,50,USA,48LN4085,5521,Erick
Beta-186826,29,3550,50,USA,48SU4915,5728,Erick
Beta-180505,30,3010,50,USA,48SU5070,5732,Erick
Beta-225591,30,4510,50,USA,48FR5125,5777,Erick
Beta-225592,30,4480,50,USA,48FR5125,5777,Erick
Beta-225593,30,4960,50,USA,48FR5125,5777,Erick
Beta-225594,30,4650,50,USA,48FR5125,5777,Erick
Beta-225595,30,5040,50,USA,48FR5125,5777,Erick
Beta-238891,30,5300,50,USA,48FR5125,5777,Erick
Beta-224940,30,4160,50,USA,48SU5977,5820,Erick
Beta-224383,30,1840,50,USA,48SU5964,5847,Erick
Beta-206548,30,1350,50,USA,48SU2800,5856,Erick
Beta-206552,30,4990,50,USA,48SU2615,5862,Erick
Beta-186819,30,4560,50,USA,48SU4961,5886,Erick
Beta-186820,30,3930,50,USA,48SU4961,5886,Erick
Beta-186821,30,4320,50,USA,48SU4961,5886,Erick
Beta-224964,30,4650,50,USA,48SU6218,5896,Erick
Beta-224965,30,7060,50,USA,48SU6218,5896,Erick
Beta-224966,30,7160,50,USA,48SU6218,5896,Erick
Beta-225492,30,6930,50,USA,48SU6322,5898,Erick
Beta-228969,30,5160,50,USA,48SU4006,5900,Erick
Beta-224944,30,5200,50,USA,48SU6063,5902,Erick
Beta-225491,30,7060,50,USA,48SU6321,5906,Erick
Beta-186814,30,2050,50,USA,48SU3978,5909,Erick
Beta-224950,30,5910,50,USA,48SU6110,5912,Erick
Beta-224951,30,5050,50,USA,48SU6110,5912,Erick
Beta-224952,30,4800,50,USA,48SU6110,5912,Erick
Beta-224953,30,4880,50,USA,48SU6110,5912,Erick
Beta-224955,30,6070,50,USA,48SU6110,5912,Erick
Beta-224958,30,4930,50,USA,48SU6110,5912,Erick
Beta-186848,30,3870,50,USA,48SU2998,5925,Erick
Beta-240823,30,6070,50,USA,48SU6371,5926,Erick
Beta-240275,30,6510,50,USA,48SU4399,5946,Erick
Beta-240276,30,7190,50,USA,48SU4399,5946,Erick
Beta-240283,30,6840,50,USA,48SU4399,5946,Erick
