labnumber,Sbox,date,sd,Country,Site,SiteID,Source
RL-876,45,7280,230,check GIS,DjPo-47,8970,CARD
AECV-1148C,69,6020,230,check GIS,EgPs-51,9371,CARD
AA-738,7,1750,230,USA,CA-IMP-108,729,CARD
RL-1199,45,7070,230,USA,24BW626,7936,CARD
ISGS-66,22,2540,230,USA,23BO-?,3355,CARD
GX-10261,35,2785,230,USA,33WO7,5147,CARD
GX-11202,36,3870,230,USA,NY,5555,CARD
AECV-218C,45,4160,230,check GIS,DjPn-16,8966,CARD
Beta-6409,45,1270,230,check GIS,DjOu-?,8994,CARD
GX-11609,45,2820,230,check GIS,DkPj-27,9054,CARD
S-2766,71,3535,230,check GIS,FbNp-16,9567,CARD
S-2387,70,5570,230,check GIS,FiPj-?-1,9671,CARD
GX-2247,59,6525,230,USA,AKSAM012,9628,CARD
QU-225,54,2280,230,check GIS,DhDn-2a,8850,CARD
Beta-76668,54,4550,230,check GIS,DhEa-1,8889,CARD
S-1838,102,2020,230,check GIS,IcGm-4,10082,CARD
A-1883,8,2030,230,USA,BB:,487,CARD
A-86,8,3300,230,USA,U:13:1,854,CARD
UGA-3237,9,2070,230,USA,Q:7:22,1167,CARD
UGA-3238,9,2735,230,USA,Q:7:22,1167,CARD
UGa-1846,22,1090,230,USA,34Sq12,1469,Erick
GX-10500,18,7795,230,USA,42KA2546,2360,Erick
BETA-21235,18,2260,230,USA,42KA2751,2362,Erick
AA-717,17,1690,230,USA,CA-MRP-172,2440,CARD
UCLA-1792E,16,1250,230,USA,CA-CCO-308,2706,CARD
UCLA-1792F,16,3125,230,USA,CA-CCO-308,2706,CARD
RL-354,18,7770,230,USA,42EM164,3756,Erick
Beta-83483,17,4910,230,USA,26HU3557,4204,CARD
Beta-34176,19,990,230,USA,5RB2873,4230,CARD
Beta-75345,30,5010,230,USA,5BL2712,4336,CARD
A-1273,30,930,230,USA,5LR200,4678,CARD
A-498,31,5830,230,USA,48GO305,5819,Erick
Beta-75082,27,6420,230,USA,35LK2992,6300,CARD
Beta-85686,27,7670,230,USA,35LK3035,6301,CARD
WSU-539,29,1730,230,USA,10LH44,7472,CARD
RL-1152,46,7860,230,USA,24MA171,8239,CARD
Beta-85574,43,2190,230,USA,45JE6,8289,CARD
Beta-25458,45,1850,230,USA,24CH669,8298,CARD
WSU-1163,43,2750,230,USA,45CH64,8314,CARD
WSU-3755,44,4660,230,USA,45PO139,8513,CARD
Beta-34978,19,3710,230,USA,42SA20309,2310,CARD
M-2461,23,5220,230,USA,15JF60,2746,CARD
SMU-1178,22,3850,230,USA,23HI216,2806,CARD
C-900,22,5268,230,USA,11RA501,2807,CARD
ISGS-815,22,7830,230,USA,11RA501,2807,CARD
GaK-592,21,1570,230,USA,14GR301,2878,CARD
GX-10460,36,4795,230,USA,NY,5555,CARD
UGa-500,37,7875,230,USA,19NF5,5617,CARD
I-13025,35,2130,230,check GIS,AgHk-___6,6564,CARD
Tx-4176,44,2860,230,USA,45DO242,8263,CARD
SI-1384,57,4900,230,check GIS,DeAk-1,8701,CARD
GaK-4937,43,5420,230,USA,DfRu-8,8757,CARD
Beta-83121,43,3860,230,USA,DgRs-1,8790,CARD
C-409,59,3018,230,USA,AKSAM001,9625,CARD
Beta-57945,116,6170,230,check GIS,JcUr-3,10153,CARD
S-1158a,122,1020,230,check GIS,KkLn-4,10346,CARD
C-792,110,3509,230,USA,AKNOB002,10395,CARD
I-1046,59,7796,230,USA,AKSAM012,9628,CARD
Tx-2905,44,2620,230,USA,45OK258,8563,CARD
Tx-2906,44,2850,230,USA,45OK258,8563,CARD
GX-15744G,38,3945,230,USA,ME29.9,7094,CARD
S-1931,52,1090,230,check GIS,DdGt-5,8676,CARD
AA-865(1574),17,2250,230,USA,26CH18,1589,CARD
P-108,110,3080,230,USA,AKNOB002,10395,CARD
Beta-9690,29,5150,230,USA,48LN1296,5667,CARD
M-1454,44,6540,230,USA,10BT62,8404,CARD
DIC-2660,135,3450,230,USA,49KIR124,10570,CARD
AECV-923C,94,5160,230,check GIS,GhQt-4,9848,CARD
PITT-1165,36,4050,230,USA,36CN164,4849,CARD
C-505,108,2258,230,USA,AKXSL001,10351,CARD
DIC-3197,24,2600,230,USA,15MO28,2678,CARD
DIC-98,24,2480,230,USA,33GA16,3306,CARD
Beta-6446,37,3570,230,USA,6HT117,5410,CARD
Beta-8737,37,3570,230,USA,CT132-44,5452,CARD
Beta-8926,38,5950,230,USA,ME,7159,CARD
GaK-918,43,2820,230,USA,35WS1,7704,CARD
S-2715,169,2430,230,check GIS,PfLd-?,10812,CARD
Beta-10768,8,2540,230,USA,T:12:9,841,CARD
P-71,108,1630,230,USA,AKXSL002,10350,CARD
P-70,108,1420,230,USA,AKXSL001,10351,CARD
P-65,132,1320,230,USA,AKTEL079,10419,CARD
TBN-304.2,29,6282,229,USA,10CL3,7181,CARD
TBN-304-2,29,6282,229,USA,10CL3,7181,CARD
DIC-1434,20,935,225,USA,5LA1721,2245,CARD
SI-1546B,38,1310,225,USA,ME42.1,7222,CARD
DIC-1390,30,1730,225,USA,5RT11,4524,CARD
M-846,13,7970,225,USA,1JA181,1301,CARD
M-697,22,7070,225,USA,23BY388,1866,CARD
M-125,16,3860,225,USA,CAAla-?,2632,CARD
UGa-1239,24,2945,225,USA,15BB16,2868,CARD
DIC-354,36,5580,225,USA,NYCA69,5599,CARD
GX-6795,37,7780,225,USA,VTFR69,7458,CARD
GX-6850,37,7405,225,USA,VTFR69,7458,CARD
UGa-519,113,2095,225,USA,AKXMH177,10316,CARD
UGa-915,113,2025,225,USA,AKXMH177,10316,CARD
S-735,122,5010,225,check GIS,KjNb-7,10337,CARD
S-464,75,1700,225,check GIS,FbIx-___2,9568,CARD
C-740,23,4362,225,USA,15OH2,2215,CARD
GX-11448,36,7170,225,USA,NY,5555,CARD
GX-2528,37,4135,225,USA,19SU-?,6221,CARD
M-281,34,7900,225,USA,20LE-VP,5486,CARD
Qc-494,129,1275,225,check GIS,JeEj-7,10197,CARD
Tx-152,1,7240,220,USA,41VV218,15,TARL
AA-675,8,4000,220,USA,AA:3:16,474,CARD
AECV-763C,45,3570,220,check GIS,DjPm-66,9018,CARD
AA-745,7,2840,220,USA,CA-IMP-108,729,CARD
AA-4310,7,2030,220,USA,CA-ORA-378,896,CARD
Beta-1379,7,5140,220,USA,CA-ORA-472,897,CARD
GX-324,31,1210,220,USA,5WL32,4557,CARD
QC-307,36,2930,220,USA,NY,5555,CARD
ISGS-1956,34,5290,220,USA,11MH-?,5637,CARD
GSC-30552,187,2570,220,check GIS,SdFi-VP,10914,CARD
L-406A,22,7200,220,USA,11RA501,2807,CARD
A-3141,8,1400,220,USA,AA:12:111,438,CARD
Beta-10116,8,2930,220,USA,AA:3:11(ASU),473,CARD
A-3751,8,1630,220,USA,BB:,487,CARD
AA-837,7,3330,220,USA,CA-SDI-10940,662,CARD
Beta-10771,8,1410,220,USA,T:12:9,841,CARD
A-873,8,1890,220,USA,U:13:1,854,CARD
UGA-3236,9,3255,220,USA,Q:7:22,1167,CARD
GX-10502,18,7525,220,USA,42KA2546,2360,Erick
UCLA-133,16,1660,220,USA,CA-STA-44,2434,CARD
LJ-199,16,2310,220,USA,CA-ALA-309,2476,CARD
I-820,19,2100,220,USA,5MN40,3031,CARD
Beta-5565,19,4950,220,USA,5GN222,3241,CARD
RL-1131,19,2970,220,USA,5ME635,3539,CARD
I-4582,30,2420,220,USA,5BL73,4344,CARD
Beta-2432,29,1540,220,USA,48LN547,5703,CARD
GaK-1486,43,3940,220,USA,45KT88,8106,CARD
RL-1436,46,2100,220,USA,24PH601,8392,CARD
GaK-7874,44,3170,220,USA,45ST28,8425,CARD
GX-7286,44,905,220,USA,24LN528,8541,CARD
Beta-4291,44,4390,220,USA,45OK11,8544,CARD
S-752,66,4230,220,check GIS,GbTo-31,9754,CARD
Beta-7547,134,2900,220,USA,49HUG059,10470,CARD
I-2629,19,3650,220,USA,LA9224,1539,CARD
Tx-3016,22,1390,220,USA,23OR49,1875,CARD
GaK-2764,23,3360,220,USA,15HT4,2124,CARD
UGa-821,23,5390,220,USA,15SP8,2761,CARD
SMU-1170,22,2450,220,USA,23HI216,2806,CARD
OWU-247B,24,970,220,USA,33RO128,3771,CARD
UGa-1230,19,5730,220,USA,5JF63,4032,CARD
I-6810,36,3780,220,USA,28HU-?,4505,CARD
L-385B,31,4550,220,USA,25SF1,5430,CARD
GX-7083,37,3295,220,USA,19BR188,5526,CARD
I-424,36,4000,220,USA,NY,5555,CARD
Tx-5727,28,3850,220,USA,10OE2614,6104,CARD
Beta-67526,27,4280,220,USA,35LK2758,6298,CARD
C-608,35,2619,220,check GIS,AhHl-___2,6711,CARD
Beta-22604,28,2840,220,USA,35HA1421,6891,CARD
GaK-8369,27,3300,220,USA,35LA218,7089,CARD
GX-14806,38,3700,220,USA,ME29.9,7094,CARD
GX-2464,38,4050,220,USA,ME29.9,7094,CARD
I-806,27,7990,220,USA,35JE41,7319,CARD
S-508,36,2185,220,check GIS,BdGu-___2,7338,CARD
WIS-2038,33,890,220,USA,47PI81,7370,CARD
Tx-3262,44,5550,220,USA,10NP143,7927,CARD
Beta-14150A,45,2120,220,USA,24CH68,8299,CARD
GaK-2897,44,2530,220,USA,DiQm-4,8929,CARD
GaK-2190,42,3020,220,check GIS,DjSp-1,9008,CARD
QU-1417,79,2260,220,check GIS,GcEl-19,9810,CARD
Beta-10377,79,1950,220,check GIS,GeEl-1,9831,CARD
GX-17219,87,4645,220,USA,AKXMK027,10062,CARD
DIC-1877,113,2310,220,USA,AKTLM030,10290,CARD
GSC-658,144,2450,220,check GIS,NiNg-3,10648,CARD
GX-2102,22,7155,220,USA,11GE-?,3654,CARD
DIC-184,35,4200,220,USA,46HK34-1,4522,CARD
RIDDL-107,43,3270,220,USA,DeRt-2,8695,CARD
RIDDL-95,43,4320,220,USA,DeRt-2,8695,CARD
RIDDL-99,43,5170,220,USA,DeRt-2,8695,CARD
Beta-47744,53,7590,220,check GIS,CeEt-482,8037,CARD
CAMS-15379,42,3680,220,check GIS,DhPs-5,8798,CARD
S-5,141,5000,220,check GIS,LgRk-2,10410,CARD
I-4380,81,3230,220,check GIS,EeBi-2,9271,CARD
S-8,141,4100,220,check GIS,LgRk-2,10410,CARD
LJ-336,7,4520,220,USA,CA-SDI-59,716,CARD
C-728-730,17,1686,220,USA,26CH18,1589,CARD
C-702,30,3540,220,USA,48FR33,6504,CARD
C-712,30,3506,220,USA,48FR5,6514,CARD
DIC-97,24,1230,220,USA,33GA16,3306,CARD
GX-1247,24,2970,220,USA,33JA159,3599,CARD
UGa-1324,24,2150,220,USA,46MR1,4164,CARD
GX-2909,37,3180,220,USA,6LF33,5235,CARD
QC-550,37,7975,220,USA,CT132-44,5452,CARD
Beta-5486,38,2600,220,USA,ME41.40,7251,CARD
GX-2012,45,4390,220,check GIS,DgPl-4,8800,CARD
S-3510,170,6940,220,check GIS,PbJr-?,10784,CARD
S-3035,190,7635,220,check GIS,TeJi-?,10946,CARD
SM-915,135,3615,217,USA,AKXCL002,10549,CARD
GX-1460,45,3890,215,check GIS,DgPl-1,8799,CARD
RL-1276,70,7275,215,check GIS,EgPm-179,9383,CARD
GX-11446,36,2635,215,USA,NY,5555,CARD
OWU-229B,24,1040,215,USA,33FR52,4187,CARD
DIC-1061,37,7820,215,USA,28MO305,4421,Erick
GX-3664,37,5165,215,USA,19BR108,5414,CARD
DIC-473,36,7960,215,USA,NY,5555,CARD
DIC-752,36,6960,215,USA,NY,5555,CARD
GX-19651,38,1505,215,USA,ME31.17,7160,CARD
S-1922,70,2715,215,check GIS,EdOp-1,9247,CARD
SI-1280,81,4065,215,check GIS,GcBk-8,9798,CARD
DIC-2285,113,2750,215,USA,AKTLM096,10313,CARD
S-734,122,1780,215,check GIS,KjNb-6,10336,CARD
S-2271,138,1735,215,check GIS,MfVa-14,10474,CARD
GX-14362,49,2325,215,USA,21KC3,8508,CARD
GX-559,22,1855,215,USA,23BE3,2844,CARD
M-1085,125,2435,215,check GIS,KjHq-?,10333,CARD
GX-8675,36,5655,215,USA,NY,5555,CARD
UQ-80,129,975,215,check GIS,JfEl-4,10209,CARD
Beta-96849,27,4605,215,USA,35BE58,7268,CARD
UGa-1243,19,3555,215,USA,5ST98,4071,CARD
SM-924,135,4665,213,USA,AKXCL002,10549,CARD
BX-14449,10,1180,210,USA,41GR559,749,TARL/CARD
Tx-46,1,2550,210,USA,41VV218,15,TARL
GX-14449,10,1155,210,USA,41GR559,749,TARL
DIC-1343,24,2440,210,USA,15JO40,2637,CARD
SI-3166,24,4290,210,USA,15JO19,2649,CARD
RL-309,47,7090,210,USA,39WW203,7591,CARD
AECV-742C,45,7690,210,check GIS,DjPm-36,8986,CARD
AECV-764C,45,3520,210,check GIS,DjPm-44,8988,CARD
A-10078,46,2600,210,USA,24PR5,7583,CARD
Tx-4743,48,960,210,USA,32SN22,8050,CARD
GX-10258,35,3005,210,USA,33WO7,5147,CARD
GX-11445,36,2725,210,USA,NY,5555,CARD
I-6349,37,5150,210,USA,VT,6935,CARD
S-1029,47,2940,210,check GIS,DkMe-10,9052,CARD
S-854,70,2170,210,check GIS,EdPc-1,9218,CARD
GX-9123G,70,1235,210,check GIS,ElPf-1,9505,CARD
S-2765,71,2605,210,check GIS,FbNp-16,9567,CARD
GaK-6140,69,1940,210,check GIS,GaQs-1,9720,CARD
P-98,132,1699,210,USA,AKXPH003,10566,CARD
QU-224,54,1490,210,check GIS,DhDn-2a,8850,CARD
S-729,79,4980,210,check GIS,EbDj-2,9188,CARD
QU-238,79,1140,210,check GIS,EbDj-4,9190,CARD
Beta-28075,81,7170,210,check GIS,EiBh-74,9410,CARD
A-5279,8,3480,210,USA,Z:,420,CARD
UGa-2129,8,1745,210,USA,Z:,420,CARD
Beta-95898,7,7160,210,USA,CA-SCLI-43,646,CARD
Beta-98884,7,4280,210,USA,CA-SNI-168,771,CARD
Beta-2102,19,2200,210,USA,5GN207,3235,CARD
Beta-49240,19,6350,210,USA,5GN2192,3239,CARD
Beta-5564,19,3760,210,USA,5GN222,3241,CARD
RL-535,18,4520,210,USA,42EM625,3373,Erick
RL-355,18,7670,210,USA,42EM164,3756,Erick
TX-5913,21,1010,210,USA,14RY8,3780,Erick
RL-1147,19,5390,210,USA,5RB1008,4221,CARD
Beta-46637,30,5230,210,USA,5GA1513,4356,CARD
GX-898,30,3840,210,USA,42UN1,4488,Erick
BETA-5799,29,1460,210,USA,42TO64,4718,Erick
Beta-149522,30,7030,210,USA,48SW5734,5356,Erick
I-4006,27,2260,210,USA,CA-DNO-11,5373,CARD
Beta-17826,30,2580,210,USA,48FR2230,6491,CARD
WSU-641,29,7750,210,USA,10BV30,6770,CARD
AA-72384,30,5940,210,USA,48BH1065,7293,Erick
GaK-1314,43,2140,210,USA,45KL5,7783,CARD
Beta-5533,45,5960,210,USA,24CA74,8171,CARD
CAMS-67686,44,1110,210,USA,10BT1,8401,CARD
I-2210,19,2750,210,USA,LA9380,1543,CARD
Beta-5311,22,4570,210,USA,11S-?,3210,CARD
Tx-3621,19,6170,210,USA,5GN10,3226,CARD
M-2226,22,2410,210,USA,11JY70,3639,CARD
Tx-3144,22,5840,210,USA,23MN732,3985,CARD
GaK-1675,31,1320,210,USA,25FT35,4485,CARD
Tx-333,31,7970,210,USA,25FT42,4493,CARD
ISGS-994,34,1580,210,USA,11P4,4669,CARD
GX-7084,37,3865,210,USA,19BR40,5525,CARD
QC-999,36,970,210,USA,NY,5555,CARD
I-1309,32,2750,210,USA,25KX204,6019,CARD
GX-2994,37,5240,210,USA,19FR15,6192,CARD
GX-2997,37,4780,210,USA,19FR15,6192,CARD
I-8866,35,3400,210,check GIS,AhHk-__49,6713,CARD
Beta-48174,37,6050,210,USA,ME5.12,6826,CARD
Beta-29445,27,6360,210,USA,35LIN11,7255,CARD
S-2144,36,1100,210,check GIS,BfGa-__24,7453,CARD
Tx-4082,47,3870,210,USA,39HN204,7720,CARD
Tx-7742,43,910,210,USA,45CL1,7727,CARD
GaK-3274,57,2240,210,check GIS,CkAm-2,8246,CARD
S-853,49,1750,210,check GIS,DbJm-___5,8380,CARD
Tx-3391,44,2635,210,USA,45OK258,8563,CARD
SFU-230,68,1920,210,check GIS,EcRg-2,9202,CARD
SFU-231,68,1920,210,check GIS,EcRg-2,9202,CARD
S-2757,69,2520,210,check GIS,EhPv-?,9398,CARD
GaK-5439,66,3280,210,check GIS,GaTw-5,9719,CARD
GaK-1861,74,2830,210,check GIS,GdKn-1,9829,CARD
S-1434,121,2940,210,check GIS,KeNi-4,10288,CARD
Beta-7304,113,6970,210,USA,AKTLM128,10298,CARD
UGa-529,113,5690,210,USA,AKHEA-?,10328,CARD
S-1025,122,2610,210,check GIS,KkLn-4,10346,CARD
GSC-1051,129,3420,210,check GIS,KdDq-23,10266,CARD
ISGS-210,22,7630,210,USA,11GE-?,3654,CARD
SFU-298,68,3290,210,check GIS,EjRa-10,9403,CARD
C-137,24,2695,210,USA,33RO27,4011,CARD
LJ-235,27,2500,210,USA,35CS11,6627,CARD
S-2287,72,3350,210,check GIS,FhNa-10,9660,CARD
A-3396,19,2290,210,USA,LA40178,1835,CARD
I-840,179,1740,210,check GIS,QkPa-1,10873,CARD
Tx-3889,19,900,210,USA,5MT4654,2344,CARD
GaK-1748,27,5220,210,USA,35LK51,6605,CARD
IVC-53,7,4320,210,USA,CA-ORA-183,890,CARD
GSC-1681,36,4330,210,check GIS,AhGx-?,6720,CARD
GSC-3355,187,4410,210,check GIS,SdFi-4,10912,CARD
A-507,30,6420,210,USA,48NA185,6056,Erick
RL-1230,22,1510,210,USA,11S299,3159,CARD
UGa-953,24,2245,210,USA,46WD46,3736,CARD
Beta-10656,36,3630,210,USA,36NM80,4728,CARD
GX-3130,37,3450,210,USA,6NH48,5099,CARD
Beta-7048,37,2380,210,USA,CT22-22,5331,CARD
GaK-1895,28,6960,210,USA,42TO13,4668,CARD
P-69,108,1070,210,USA,AKXSL003,10352,CARD
A-4919,46,3089,207,USA,24PR5,7583,CARD
Tx-15,2,4445,205,USA,41CM3,18,TARL
GX-6396A,70,6825,205,check GIS,EgPm-3,9379,CARD
S-2623,71,1645,205,check GIS,EaNg-1,9135,CARD
S-2857,71,890,205,check GIS,EgNn-1,9372,CARD
S-2891,46,6715,205,check GIS,DkNv-2,9057,CARD
S-1770,71,4210,205,check GIS,EiNs-4,9441,CARD
S-2390,70,2105,205,check GIS,FiPj-?-1,9671,CARD
GX-4204,135,835,205,USA,AKBET042,10473,CARD
UGA-3234,9,2980,205,USA,Q:12:27,1166,CARD
DIC-1085,18,2260,205,USA,D:11:1162,1758,CARD
BETA-1750,18,2720,205,USA,42KA265,2118,Erick
S-751,66,3425,205,check GIS,GbTo-31,9754,CARD
GX-3213,37,4060,205,USA,6LF21,5137,CARD
GX-9280,37,850,205,USA,19BR214,5527,CARD
GX-10108,37,4415,205,USA,19MD-?,5813,CARD
DIC-1251,36,1030,205,check GIS,AlGt-__36,6949,CARD
I-10755,68,4145,205,check GIS,EeRl-171,9281,CARD
UGa-3159,105,2770,205,check GIS,HcCh-7,9928,CARD
UGa-2341,87,1315,205,USA,AKSEL041,10123,CARD
UGa-3634,87,1030,205,USA,AKSEL079,10133,CARD
UGa-6281D,113,7200,205,USA,AKXBD131,10386,CARD
GX-8637,134,3680,205,USA,AKXHP311,10585,CARD
M-1531,129,3500,205,check GIS,KdDq-13,10273,CARD
M-196,23,6875,205,USA,12SP1,2735,CARD
M-197,23,6425,205,USA,12SP1,2735,CARD
M-198,23,6215,205,USA,12SP1,2735,CARD
M-199,23,6445,205,USA,12SP1,2735,CARD
GX-13995,36,6120,205,USA,NY,5555,CARD
S-2625,72,2175,205,check GIS,FhNa-10,9660,CARD
WSU-668,44,5420,205,USA,45WT41,8057,CARD
Beta-96846,27,3890,205,USA,35BE58,7268,CARD
UGa-1698,19,7545,205,USA,5RB298,4234,CARD
WSU-358,29,4730,202,USA,10LH23,7470,CARD
Tx-59,2,5890,200,USA,41UV2,8,TARL
RL-1159,10,4100,200,USA,41EP493,69,TARL
L-283H,10,7845,200,USA,41LU1,884,TARL
Tx-75,11,920,200,USA,41TV48,43,TARL/CARD
A-89B,8,2620,200,USA,EE:2:35,88,CARD
Beta-20096,23,6160,200,USA,11J814,2546,CARD
UCR-492,32,6500,200,USA,13CK405,6260,CARD
GaK-1506,45,1150,200,USA,24HL101,8665,CARD
WAT-409,81,2190,200,check GIS,EjAv-1,9459,CARD
W-733,135,6820,200,USA,AKTAN-VP,10405,CARD
S-1762,71,1460,200,check GIS,EiNs-4,9441,CARD
S-1764,71,1710,200,check GIS,EiNs-4,9441,CARD
S-1765,71,1940,200,check GIS,EiNs-4,9441,CARD
RIDDL-321,163,5230,200,check GIS,ObRw-1,10683,CARD
AA-2665,7,4830,200,USA,CA-SDI-10940,662,CARD
AA-744,7,2610,200,USA,CA-IMP-108,729,CARD
AA-746,7,2690,200,USA,CA-IMP-108,729,CARD
UCR-144,16,2500,200,USA,CA-SJO-145,2685,CARD
GX-10259,35,2825,200,USA,33WO7,5147,CARD
GX-11444,36,2095,200,USA,NY,5555,CARD
Tx-4733,48,1760,200,USA,32SN22,8050,CARD
AECV-217C,45,2780,200,check GIS,DjPn-16,8966,CARD
GX-11608,45,1830,200,check GIS,DkPj-27,9054,CARD
S-1488,71,6150,200,check GIS,FaNq-25,9528,CARD
S-959,98,1730,200,check GIS,GkLs-1,9882,CARD
RIDDL-325,171,1930,200,check GIS,QdJb-1,10836,CARD
S-1766,71,2710,200,check GIS,EiNs-4,9441,CARD
Shell-6713,133,2320,200,USA,AKMIS117,10608,CARD
QU-1015,53,3550,200,check GIS,BhFl-1e,7566,CARD
Beta-18913,81,7240,200,check GIS,EhBq-1,9391,CARD
A-3501,8,2270,200,USA,EE:2:13,86,CARD
A-74,8,1950,200,USA,EE:2:30,87,CARD
UCR-2121,9,960,200,USA,LA5531,138,CARD
AA-645,8,1690,200,USA,Z:,420,CARD
Beta-82206,7,3240,200,USA,CA-SNI-168,771,CARD
Beta-76368,9,3660,200,USA,LA43766,945,CARD
A-2203,9,4770,200,USA,Q:7:35,1170,CARD
Beta-143398,19,5450,200,USA,LA61286,1462,CARD
LJ-203,17,2930,200,USA,26CH119,1582,CARD
DIC-1087,18,2080,200,USA,D:11:1162,1758,CARD
Beta-130200,16,1210,200,USA,CA-SBN-32,1936,CARD
LJ-212,17,3320,200,USA,26EK11,2566,CARD
C-689,16,1225,200,USA,CA-CCO-138,2692,CARD
M-886,16,1080,200,USA,CA-SOL-236,2933,CARD
C-691,16,2410,200,USA,CA-SAC-6,3075,CARD
Beta-49236,19,5990,200,USA,5GN1870,3230,CARD
Beta-2099,19,6040,200,USA,5GN212,3237,CARD
W-290,19,1360,200,USA,5DA124,3361,CARD
L-167-B,19,1350,200,USA,5ME-?,3482,CARD
RL-431,18,3520,200,USA,42EM164,3756,Erick
AA-354,30,1120,200,USA,5BL876,4346,CARD
Beta-11427,30,4380,200,USA,48SW5175,5158,Erick
A-563,31,3430,200,USA,48GO305,5819,Erick
WIS-784,34,1380,200,USA,47SK5,6752,Erick
I-453,29,6925,200,USA,10CL10,7177,CARD
AA-375,44,6400,200,USA,45FR46H,7982,CARD
UW-51,43,1170,200,USA,45KT28D,8100,CARD
Beta-5532,45,3120,200,USA,24CA74,8171,CARD
Beta-10328,44,6840,200,USA,45DO468,8279,CARD
SI-4012,43,7065,200,USA,45CA218,8348,CARD
Beta-4271,44,3130,200,USA,45OK2,8551,CARD
AECV-969C,94,1850,200,check GIS,GlQp-6,9895,CARD
SMU-56,19,3390,200,USA,LA9300,1541,CARD
M-2414,12,3270,200,USA,22CR504,883,CARD
M-1349,13,5800,200,USA,1CT125,1236,CARD
L-344,13,7950,200,USA,1JA181,1301,CARD
M-698,22,6380,200,USA,23BY388,1866,CARD
SFU-283,23,850,200,USA,15ML109,1989,CARD
M-2460,23,4900,200,USA,15JF60,2746,CARD
M-2464,23,5000,200,USA,15JF60,2746,CARD
ISGS-1987,22,4890,200,USA,11RA501,2807,CARD
M-2281,22,5200,200,USA,23BE125,2832,CARD
M-2110-2111,22,2690,200,USA,23HE151,2949,CARD
ISGS-1011,22,2870,200,USA,11S47,3155,CARD
M-1498,23,2150,200,USA,11CT-?,3186,CARD
UGa-905a,18,3375,200,USA,42SV6,3317,Erick
ISGS-51,22,1400,200,USA,23BO-?,3355,CARD
M-418A,25,1630,200,USA,18AN18,3378,CARD
M-2225,22,2020,200,USA,11JY70,3639,CARD
M-2229,22,1950,200,USA,11JY70,3639,CARD
M-1999,22,1050,200,USA,11GE-?,3654,CARD
M-2142,22,2610,200,USA,23MN223,3989,CARD
C-136,24,1951,200,USA,33RO27,4011,CARD
GX-3305,24,1975,200,USA,33PE-?,4185,CARD
GX-3306,24,2185,200,USA,33PE-?,4185,CARD
ISGS-1005,34,1350,200,USA,11P4,4669,CARD
M-2015,34,1860,200,USA,12HN-?,4771,Erick
W-3135,36,1640,200,USA,36MR43,4780,CARD
I-5237,37,5570,200,USA,36PI13A,4842,CARD
Y-2479,37,5180,200,USA,36PI13A,4842,CARD
M-984,32,7250,200,USA,13ML62,4859,CARD
L-104B,31,2950,200,USA,25SF1,5430,CARD
Beta-15192,37,7980,200,USA,19PL540,5534,CARD
C-288,36,4369,200,USA,NY,5555,CARD
I-4515,36,2890,200,USA,NY,5555,CARD
M-195,36,4530,200,USA,NY,5555,CARD
M-26,36,4440,200,USA,NY,5555,CARD
SI-2638,36,7135,200,USA,NY,5555,CARD
Y-1315,36,5850,200,USA,NY,5555,CARD
Y-1895,36,1780,200,USA,NY,5555,CARD
Beta-12926,37,3430,200,USA,19NF-?,5610,CARD
I-8257,37,1645,200,USA,19ES256,5943,CARD
M-1401,35,3580,200,USA,20MB30,6022,CARD
Tx-3643,28,1410,200,USA,10OE1674,6099,CARD
Beta-20071,27,2230,200,USA,35JA59,6176,CARD
GX-2995,37,5200,200,USA,19FR15,6192,CARD
Beta-29044,27,1150,200,USA,35KL677,6236,CARD
LJ-GAP-64,30,1600,200,USA,48NA-?,6450,CARD
SI-5595,35,4560,200,USA,20SA581,6743,CARD
M-1733,35,5400,200,USA,20SA192,6754,CARD
M-1647,35,1500,200,USA,20SA2,6772,CARD
M-90,38,3350,200,USA,ME,7159,CARD
GaK-2954,35,2050,200,check GIS,BcHi-___7,7241,CARD
S-1853,36,1810,200,check GIS,BeGb-___1,7413,CARD
M-2402,50,3030,200,USA,20LU-?,7518,CARD
M-772,50,1300,200,USA,20ME1,7546,CARD
S-2017,55,2040,200,check GIS,BhDe-1,7554,CARD
SI-375,47,1090,200,USA,39DW231,7601,CARD
Beta-7116,43,4935,200,USA,35GM91,7654,CARD
I-808,43,1025,200,USA,35GM9,7711,CARD
WSU-2356,44,6320,200,USA,35UM64,7791,CARD
WSU-2357,44,6820,200,USA,35UM64,7791,CARD
Tx-3782,46,1620,200,USA,24RB267,7896,CARD
S-2461,50,1765,200,check GIS,DcJi-___1,8443,CARD
WSU-2464,43,3330,200,USA,DhRq-21,8873,CARD
GaK-6039,42,2430,200,check GIS,DiSi-1,8918,CARD
AECV-224C,45,5120,200,check GIS,DjPn-66,8977,CARD
GSC-1767,42,3090,200,check GIS,DkQm-5,9009,CARD
SFU-196,43,4550,200,check GIS,DkSg-1,9049,CARD
S-939,73,1510,200,check GIS,EcKt-15,9213,CARD
Beta-23980,81,1730,200,check GIS,EeBi-1e,9276,CARD
GaK-3119,67,7800,200,check GIS,ElSx-1,9487,CARD
BGS-1153,69,3130,200,check GIS,FhQl-6,9646,CARD
SFU-258,67,4270,200,check GIS,GdTc-16,9827,CARD
GSC-746,92,3430,200,check GIS,GhSv-2,9852,CARD
